id,Quartiere,room_type,Prezzo,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,number_of_reviews_ltm,license,Zona di prossimità,Area statistica,Coordinate
42922752,Porto - Saragozza,Entire home/apt,113.0,1,88,2023-11-08,1.95,258,13,,MALPIGHI,MARCONI-1,"44.49874, 11.34039"
42923038,Porto - Saragozza,Entire home/apt,105.0,1,42,2024-02-16,0.96,249,21,,MALPIGHI,MARCONI-1,"44.49752, 11.3406"
42945996,Navile,Entire home/apt,65.0,1,18,2024-03-02,0.52,25,8,037006-CV-00198,BOLOGNINA,ARCOVEGGIO,"44.51447, 11.34056"
42969305,Porto - Saragozza,Entire home/apt,88.0,2,45,2023-12-09,2.79,37,34,,MARCONI,MARCONI-2,"44.50272, 11.34043"
43006426,Porto - Saragozza,Entire home/apt,185.0,2,4,2022-09-15,0.09,244,0,,MALPIGHI,MARCONI-1,"44.49839, 11.339"
43077758,Santo Stefano,Private room,58.0,1,4,2024-03-22,4.0,126,4,,IRNERIO,IRNERIO-2,"44.49956, 11.34887"
43272992,Porto - Saragozza,Private room,131.0,1,12,2023-07-15,0.26,246,3,,MALPIGHI,MARCONI-1,"44.49857, 11.34054"
43310375,Borgo Panigale - Reno,Entire home/apt,70.0,1,15,2021-10-10,0.35,175,0,Protocollo Gen. N° 352797 del 10/09/2020 e integrazione P.G. N° 374143 del 24/09/2020,SANTA VIOLA,AGUCCHI,"44.50913, 11.29661"
43408919,Porto - Saragozza,Entire home/apt,260.0,3,52,2024-03-12,1.61,114,27,037006-AT-02737,MALPIGHI,MALPIGHI-1,"44.49358, 11.33962"
43425282,Navile,Entire home/apt,80.0,2,47,2024-03-18,3.93,110,47,,BOLOGNINA,PIAZZA DELL'UNITA',"44.50864, 11.35128"
43456555,Porto - Saragozza,Entire home/apt,149.0,1,58,2024-02-11,1.25,250,3,,MALPIGHI,MARCONI-1,"44.49826, 11.34157"
43457941,Porto - Saragozza,Entire home/apt,111.0,1,116,2024-03-08,2.51,259,42,,MALPIGHI,MARCONI-1,"44.49833, 11.3407"
43552758,Santo Stefano,Entire home/apt,126.0,1,69,2023-10-17,1.5,89,12,,IRNERIO,IRNERIO-2,"44.49889, 11.34711"
43652549,Porto - Saragozza,Entire home/apt,115.0,1,134,2024-03-10,2.93,245,38,,MALPIGHI,MARCONI-1,"44.49816, 11.34186"
43737772,Santo Stefano,Entire home/apt,185.0,1,30,2023-11-25,0.66,175,10,037006-CV-00671,IRNERIO,IRNERIO-1,"44.49445, 11.34859"
43827720,Porto - Saragozza,Entire home/apt,200.0,1,21,2024-03-03,0.49,88,7,037006-CV-00235,MALPIGHI,MALPIGHI-1,"44.49334716796875, 11.341791152954102"
43843156,Santo Stefano,Entire home/apt,151.0,1,14,2024-03-10,0.32,360,1,,GALVANI,GALVANI-2,"44.48964, 11.35376"
43906569,Santo Stefano,Entire home/apt,54.0,1,36,2024-03-13,0.85,92,8,037006-CV-00198,IRNERIO,IRNERIO-1,"44.49837, 11.34527"
43920056,San Donato - San Vitale,Entire home/apt,129.0,2,158,2024-03-23,3.53,191,65,037006-AT-02324,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.4935, 11.36024"
44011333,Porto - Saragozza,Entire home/apt,128.0,1,5,2023-10-03,0.27,259,2,,MALPIGHI,MARCONI-1,"44.4981, 11.34079"
44047690,Navile,Entire home/apt,175.0,5,1,2020-10-25,0.02,21,0,,CORTICELLA - DOZZA,SAN SAVINO,"44.54784, 11.35464"
44119988,Navile,Private room,60.0,5,6,2022-10-21,0.14,24,0,,CORTICELLA - DOZZA,SAN SAVINO,"44.54784, 11.35464"
44189312,Santo Stefano,Entire home/apt,82.0,18,7,2023-08-01,0.21,298,2,,GALVANI,GALVANI-2,"44.48986, 11.35592"
44192866,Navile,Entire home/apt,51.0,1,157,2024-03-10,8.56,221,107,,BERTALIA - NOCE,PESCAROLA,"44.520591, 11.3179593"
44226150,Santo Stefano,Entire home/apt,72.0,2,32,2024-02-16,0.72,292,15,,IRNERIO,IRNERIO-1,"44.4987, 11.34411"
44260493,Santo Stefano,Entire home/apt,106.0,3,8,2023-07-07,0.18,0,2,,IRNERIO,IRNERIO-2,"44.49401, 11.35267"
44311245,Santo Stefano,Entire home/apt,160.0,2,1,2023-05-07,0.09,223,1,037006-CV-00145,IRNERIO,IRNERIO-2,"44.49918, 11.35195"
44312124,Santo Stefano,Entire home/apt,150.0,2,3,2023-04-21,0.09,186,1,037006-CV-00145,IRNERIO,IRNERIO-2,"44.49937, 11.35156"
44329029,Santo Stefano,Entire home/apt,60.0,4,42,2024-02-18,1.24,239,14,,MURRI,CHIESANUOVA,"44.47576, 11.37131"
44330023,Santo Stefano,Entire home/apt,69.0,3,8,2024-01-02,0.18,230,2,,IRNERIO,IRNERIO-1,"44.49877, 11.34473"
44346213,Porto - Saragozza,Entire home/apt,200.0,1,6,2024-03-15,0.14,126,3,037006-CV-00235,MALPIGHI,MALPIGHI-1,"44.49208450317383, 11.340341567993164"
44386313,Santo Stefano,Entire home/apt,90.0,3,167,2024-03-18,3.86,98,53,,GALVANI,GALVANI-2,"44.49083, 11.35335"
44398087,Santo Stefano,Private room,141.0,2,0,,,197,0,037006-AF-00192,IRNERIO,IRNERIO-2,"44.4992, 11.35"
44435592,Porto - Saragozza,Entire home/apt,106.0,2,169,2024-03-18,4.0,25,50,P.G. 64309 del 11/02/2020,MARCONI,MARCONI-2,"44.49928, 11.33394"
44550173,Savena,Entire home/apt,500.0,1,4,2024-02-18,0.25,135,3,037006-CV-00235,PONTEVECCHIO - MAZZINI,PONTEVECCHIO,"44.48184967041016, 11.379079818725586"
44562961,Porto - Saragozza,Entire home/apt,200.0,1,3,2024-01-28,0.09,170,1,037006-CV-00235,MARCONI,MARCONI-2,"44.500431060791016, 11.33931827545166"
44563168,Porto - Saragozza,Entire home/apt,300.0,1,2,2022-09-18,0.1,156,0,037006-CV-00235,MARCONI,MARCONI-2,"44.500431060791016, 11.33931827545166"
44563373,Porto - Saragozza,Entire home/apt,300.0,1,4,2022-06-23,0.13,0,0,037006-CV-00235,MARCONI,MARCONI-2,"44.500431060791016, 11.33931827545166"
45131309,Santo Stefano,Entire home/apt,160.0,2,39,2023-11-30,0.92,132,3,037006-AT-01890,IRNERIO,IRNERIO-2,"44.49322, 11.35609"
45212306,Navile,Private room,62.0,1,506,2024-03-15,11.69,102,161,,BOLOGNINA,PIAZZA DELL'UNITA',"44.50769, 11.34684"
45246262,Santo Stefano,Entire home/apt,140.0,3,97,2024-03-14,4.19,114,44,,GALVANI,GALVANI-2,"44.48851776123047, 11.34912395477295"
45338624,Santo Stefano,Entire home/apt,252.0,3,14,2023-12-01,0.53,84,11,,IRNERIO,IRNERIO-2,"44.49174880981445, 11.353132247924805"
45359018,Porto - Saragozza,Entire home/apt,173.0,1,111,2024-03-08,2.68,356,41,034350-CV-42039,SARAGOZZA - SAN LUCA,SAN GIUSEPPE,"44.48935, 11.32815"
45544472,Savena,Private room,50.0,2,22,2024-01-05,0.52,362,2,,LUNGO SAVENA,CORELLI,"44.4684, 11.37716"
45558103,Navile,Entire home/apt,105.0,2,20,2023-11-16,1.06,179,8,,BOLOGNINA,VIA FERRARESE,"44.51433, 11.35214"
45603325,Santo Stefano,Entire home/apt,207.0,2,26,2024-03-24,0.74,127,1,,GALVANI,GALVANI-2,"44.48863, 11.34026"
45700270,Porto - Saragozza,Entire home/apt,121.0,3,27,2024-03-24,0.89,223,12,,SAFFI,VIA VITTORIO VENETO,"44.49888, 11.31919"
45749478,Porto - Saragozza,Entire home/apt,94.0,3,22,2024-01-02,0.56,170,8,037006-AT-01943,MALPIGHI,MALPIGHI-2,"44.4946, 11.33496"
45759043,San Donato - San Vitale,Entire home/apt,1600.0,1,0,,,89,0,,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.49789, 11.35673"
45792883,Porto - Saragozza,Entire home/apt,374.0,3,80,2024-03-09,2.01,90,35,037006-AT-01790,MARCONI,MARCONI-2,"44.50091, 11.34218"
45837935,San Donato - San Vitale,Private room,180.0,1,0,,,86,0,,CIRENAICA - MASSARENTI - SCANDELLARA,SCANDELLARA,"44.49562, 11.37547"
45870330,Porto - Saragozza,Entire home/apt,200.0,1,10,2023-11-23,0.48,121,5,037006-CV-00235,MARCONI,MARCONI-2,"44.50118255615234, 11.332537651062012"
45871040,Borgo Panigale - Reno,Entire home/apt,55.0,3,22,2023-01-03,0.53,23,0,037006-CV-00078,BARCA,BATTINDARNO,"44.49865, 11.29606"
45886244,Porto - Saragozza,Entire home/apt,121.0,1,24,2024-03-22,0.58,197,22,,MARCONI,MARCONI-2,"44.49895, 11.34219"
45931985,San Donato - San Vitale,Entire home/apt,107.0,3,14,2023-03-20,0.34,147,0,,CIRENAICA - MASSARENTI - SCANDELLARA,MENGOLI,"44.48825, 11.36859"
45965405,Porto - Saragozza,Entire home/apt,200.0,1,13,2023-09-14,0.35,81,4,037006-AT-02592,MALPIGHI,MALPIGHI-1,"44.49494, 11.34093"
45983472,Porto - Saragozza,Entire home/apt,60.0,1,38,2024-03-09,1.08,167,12,037006-CV-00198,MARCONI,MARCONI-2,"44.50404, 11.33874"
46049102,Borgo Panigale - Reno,Entire home/apt,70.0,1,27,2022-08-20,0.79,0,0,,SANTA VIOLA,EMILIA PONENTE,"44.50829, 11.2966"
46057986,Santo Stefano,Entire home/apt,86.0,1,177,2024-03-17,5.04,276,78,,GALVANI,GALVANI-2,"44.48623, 11.34277"
46111858,Santo Stefano,Entire home/apt,225.0,3,51,2023-12-29,1.42,92,15,037006-AT-01947,GALVANI,GALVANI-1,"44.49254, 11.34364"
46185851,Navile,Entire home/apt,127.0,1,10,2023-01-21,0.41,167,0,,BOLOGNINA,VIA FERRARESE,"44.51516342163086, 11.350991249084473"
46236103,Santo Stefano,Entire home/apt,146.0,3,12,2024-02-12,0.32,138,3,037006-AT-01946,GALVANI,GALVANI-1,"44.49157, 11.34296"
46350762,Porto - Saragozza,Entire home/apt,100.0,3,29,2023-10-14,0.89,167,12,,MALPIGHI,MALPIGHI-2,"44.48858, 11.33793"
46440652,Porto - Saragozza,Entire home/apt,220.0,4,82,2024-03-22,2.18,167,28,,MARCONI,MARCONI-2,"44.49793, 11.33605"
46785563,Porto - Saragozza,Entire home/apt,57.0,3,25,2023-10-24,0.8,20,15,037006-AF-00508,SAFFI,VELODROMO,"44.49905, 11.31366"
47018489,San Donato - San Vitale,Entire home/apt,76.0,2,85,2024-03-04,2.16,295,43,,CIRENAICA - MASSARENTI - SCANDELLARA,SCANDELLARA,"44.49489, 11.37489"
47112274,Porto - Saragozza,Entire home/apt,290.0,1,3,2023-05-21,0.08,98,1,,MARCONI,MARCONI-2,"44.49856, 11.33685"
47420311,Santo Stefano,Entire home/apt,120.0,3,0,,,86,0,,OSSERVANZA - PADERNO,OSSERVANZA,"44.4784, 11.33521"
47776991,Santo Stefano,Entire home/apt,182.0,1,72,2024-01-31,2.21,115,27,,GALVANI,GALVANI-2,"44.48565, 11.35071"
47842233,San Donato - San Vitale,Entire home/apt,132.0,3,38,2024-03-24,1.0,81,11,037006-AT-02427,CIRENAICA - MASSARENTI - SCANDELLARA,MENGOLI,"44.48725, 11.37236"
47992222,San Donato - San Vitale,Entire home/apt,170.0,2,0,,,269,0,,CIRENAICA - MASSARENTI - SCANDELLARA,MENGOLI,"44.48466, 11.37169"
48037835,San Donato - San Vitale,Entire home/apt,67.0,1,190,2024-03-17,5.08,182,76,PROT. 70044 DEL 14/02/2021,CIRENAICA - MASSARENTI - SCANDELLARA,MENGOLI,"44.49279, 11.3658"
48191208,Porto - Saragozza,Entire home/apt,113.0,2,1,2024-02-04,0.59,81,1,,MALPIGHI,MARCONI-1,"44.49656, 11.33784"
48223995,San Donato - San Vitale,Entire home/apt,212.0,2,12,2022-04-26,0.38,86,0,,SAN DONATO VECCHIO,VIA MONDO,"44.50182, 11.36618"
48278673,Porto - Saragozza,Entire home/apt,130.0,1,85,2024-03-02,2.49,332,9,,MALPIGHI,MARCONI-1,"44.49883, 11.33894"
48536339,Porto - Saragozza,Entire home/apt,77.0,2,24,2024-03-13,0.75,39,22,,MALPIGHI,MALPIGHI-1,"44.49171, 11.33886"
48545009,Santo Stefano,Entire home/apt,120.0,2,111,2024-03-16,3.22,228,39,CIR 037006-AT-01997,IRNERIO,IRNERIO-2,"44.49847, 11.35247"
48840787,Savena,Entire home/apt,57.0,3,52,2024-03-24,1.87,44,27,037006-AT-01994,LUNGO SAVENA,CORELLI,"44.46803, 11.37758"
48883163,Santo Stefano,Entire home/apt,144.0,2,11,2024-01-28,0.32,239,3,037006-AT-01995,IRNERIO,IRNERIO-1,"44.49758, 11.3466"
49426803,Santo Stefano,Entire home/apt,1000.0,1,1,2021-09-27,0.03,124,0,037006-AT-02823,MURRI,DAGNINI,"44.4780387878418, 11.369685173034668"
49522133,San Donato - San Vitale,Entire home/apt,96.0,2,40,2023-09-29,1.15,230,1,,SAN DONATO VECCHIO,VIA DEL LAVORO,"44.50489, 11.35928"
49532904,Borgo Panigale - Reno,Private room,85.0,1,31,2023-11-19,0.91,141,1,,BIRRA - BARGELLINO - LAVINO,LA BIRRA,"44.52049, 11.29472"
49599434,Santo Stefano,Entire home/apt,76.0,1,78,2024-03-01,2.73,296,34,037006-CV-00564,IRNERIO,IRNERIO-1,"44.495281, 11.346919"
49685222,Santo Stefano,Private room,151.0,1,2,2022-12-28,0.13,184,0,,IRNERIO,IRNERIO-2,"44.50328, 11.35027"
49695593,Navile,Private room,42.0,1,53,2024-03-16,2.91,37,42,,BOLOGNINA,VIA FERRARESE,"44.51876, 11.35214"
49725889,Santo Stefano,Private room,161.0,1,5,2023-04-26,0.32,233,2,,IRNERIO,IRNERIO-2,"44.50336, 11.35085"
49773102,Navile,Private room,35.0,1,64,2024-03-24,1.94,50,38,,BERTALIA - NOCE,PESCAROLA,"44.52087, 11.31263"
49792028,Savena,Entire home/apt,211.0,2,0,,,82,0,,PONTEVECCHIO - MAZZINI,PONTEVECCHIO,"44.48101, 11.3804"
49846962,Porto - Saragozza,Private room,150.0,1,7,2022-05-29,0.23,327,0,037006 - AF - 00406,MALPIGHI,MALPIGHI-1,"44.49252, 11.34168"
49846963,Santo Stefano,Private room,156.0,1,5,2021-11-02,0.15,250,0,037006 - AF - 00406,GALVANI,GALVANI-1,"44.49251, 11.34337"
49846964,Santo Stefano,Private room,150.0,1,1,2022-09-26,0.05,328,0,037006 - AF - 00406,GALVANI,GALVANI-1,"44.4925, 11.34261"
49943749,Porto - Saragozza,Entire home/apt,112.0,1,138,2024-03-17,4.83,145,47,037006-CV-00463,MARCONI,MARCONI-2,"44.500271, 11.34181"
50099383,San Donato - San Vitale,Private room,91.0,1,15,2023-12-06,0.46,163,4,037006-AF-00336,SAN DONATO VECCHIO,MICHELINO,"44.508251, 11.370399"
50170608,Santo Stefano,Entire home/apt,122.0,1,106,2024-03-10,3.13,302,45,037006-AF-00538,MURRI,CHIESANUOVA,"44.47385, 11.36807"
50225475,Santo Stefano,Entire home/apt,65.0,4,30,2024-03-15,0.92,202,11,,MURRI,CHIESANUOVA,"44.47524, 11.36696"
50232369,Santo Stefano,Entire home/apt,154.0,2,42,2023-10-15,1.28,132,12,,GALVANI,GALVANI-1,"44.49305, 11.34767"
50273165,Santo Stefano,Entire home/apt,120.0,3,25,2023-10-26,0.78,122,7,037006-AT-03493,MURRI,MEZZOFANTI,"44.48927, 11.3582"
50274529,Santo Stefano,Entire home/apt,93.0,3,19,2023-07-19,0.59,149,5,037006-AT-03492,MURRI,MEZZOFANTI,"44.48873, 11.35814"
50275433,Santo Stefano,Entire home/apt,157.0,3,33,2023-12-30,0.99,114,15,037006-AT-03494,MURRI,MEZZOFANTI,"44.48894, 11.35899"
50316416,Santo Stefano,Entire home/apt,266.0,7,4,2022-09-28,0.12,166,0,,OSSERVANZA - PADERNO,PADERNO,"44.48234, 11.32761"
50343086,Santo Stefano,Entire home/apt,133.0,3,35,2023-10-29,1.52,88,19,037006-AT01442,MURRI,MEZZOFANTI,"44.48049, 11.36445"
50357259,Santo Stefano,Entire home/apt,107.0,3,108,2024-03-24,3.32,133,35,Codice regione (CIR) 037006-AT-02224,IRNERIO,IRNERIO-2,"44.49891, 11.34538"
50378448,Porto - Saragozza,Entire home/apt,106.0,1,142,2024-02-07,4.26,89,54,037006-BB-00942,MARCONI,MARCONI-2,"44.50504, 11.34082"
50502407,Santo Stefano,Entire home/apt,400.0,3,19,2023-11-15,0.63,359,3,,GALVANI,GALVANI-1,"44.49148, 11.35043"
50532883,Santo Stefano,Entire home/apt,163.0,1,164,2024-03-10,4.94,90,35,,IRNERIO,IRNERIO-1,"44.49455, 11.34811"
50610965,Santo Stefano,Entire home/apt,333.0,3,30,2024-01-22,0.94,135,12,037006-AT-02753,IRNERIO,IRNERIO-1,"44.49537, 11.35066"
50632526,Porto - Saragozza,Entire home/apt,83.0,1,24,2024-03-11,1.16,303,13,037006-CV-00294,MALPIGHI,MALPIGHI-2,"44.49334, 11.3322"
50641846,Santo Stefano,Entire home/apt,193.0,1,1,2023-04-30,0.09,318,1,,IRNERIO,IRNERIO-1,"44.4969611, 11.3475408"
50675136,Navile,Private room,56.0,1,132,2024-03-18,5.76,44,72,037006-AF-00491,BOLOGNINA,PIAZZA DELL'UNITA',"44.509407, 11.34238"
50701903,Santo Stefano,Entire home/apt,101.0,2,143,2024-03-17,4.32,82,32,037006-AT-02034,IRNERIO,IRNERIO-2,"44.493717, 11.355731"
50716348,Santo Stefano,Private room,69.0,1,3,2024-03-23,0.51,23,3,,MURRI,CHIESANUOVA,"44.475434323477074, 11.371907812379783"
50723292,Navile,Private room,123.0,1,7,2024-02-19,0.21,264,5,CIR : 037006-AF-00433,BOLOGNINA,PIAZZA DELL'UNITA',"44.5098, 11.35596"
50836399,Santo Stefano,Entire home/apt,166.0,3,75,2024-02-12,2.57,134,28,037006-AT-02033,GALVANI,GALVANI-2,"44.491142, 11.351171"
50837530,Santo Stefano,Entire home/apt,170.0,1,114,2024-02-13,3.52,80,37,,IRNERIO,IRNERIO-2,"44.50031, 11.35133"
50858495,Porto - Saragozza,Private room,64.0,2,165,2024-03-22,5.06,140,81,400223,MARCONI,MARCONI-2,"44.499664, 11.335798"
51022155,Santo Stefano,Entire home/apt,150.0,3,67,2024-03-23,2.19,248,19,,IRNERIO,IRNERIO-2,"44.502975, 11.344933"
51084193,Porto - Saragozza,Entire home/apt,145.0,3,11,2023-09-01,0.39,138,3,037006-AT-02759,MARCONI,MARCONI-2,"44.49771, 11.3347"
51418586,Santo Stefano,Entire home/apt,131.0,1,129,2024-03-17,4.07,210,62,037006-AT-02020,GALVANI,GALVANI-2,"44.48899, 11.35264"
51443667,Porto - Saragozza,Entire home/apt,132.0,3,118,2024-03-03,3.77,103,40,310231 del 6/7/2021,MALPIGHI,MALPIGHI-1,"44.49238, 11.34131"
51633472,Porto - Saragozza,Entire home/apt,152.0,1,13,2024-03-03,0.42,137,7,,MARCONI,MARCONI-2,"44.50354, 11.34231"
51738714,Navile,Entire home/apt,55.0,1,1,2021-10-01,0.03,266,0,,CORTICELLA - DOZZA,SAVENA ABBANDONATO,"44.55093, 11.35926"
51763215,San Donato - San Vitale,Entire home/apt,228.0,1,39,2024-02-27,1.72,303,19,,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.49555, 11.36214"
51794992,Santo Stefano,Entire home/apt,127.0,3,40,2024-02-25,1.82,144,18,037006-AT-02292,IRNERIO,IRNERIO-2,"44.499012, 11.351071"
51838597,Porto - Saragozza,Entire home/apt,102.0,2,76,2024-03-22,3.63,231,46,,MARCONI,MARCONI-2,"44.50278, 11.33671"
51841790,San Donato - San Vitale,Private room,60.0,1,120,2023-12-26,3.84,76,32,320119,SAN DONATO NUOVO,CADRIANO-CALAMOSCO,"44.52233, 11.4042"
51861968,San Donato - San Vitale,Entire home/apt,289.0,2,0,,,146,0,,SAN DONATO VECCHIO,VIA MONDO,"44.49801, 11.36894"
51876432,Porto - Saragozza,Entire home/apt,126.0,2,71,2024-02-24,2.66,34,22,037006-CV-00417,MALPIGHI,MARCONI-1,"44.49689, 11.34178"
51877878,Navile,Entire home/apt,75.0,2,20,2024-03-21,0.65,287,3,,BOLOGNINA,VIA FERRARESE,"44.517231, 11.348767"
51978592,Navile,Private room,70.0,1,57,2023-10-06,1.94,20,10,,BOLOGNINA,PIAZZA DELL'UNITA',"44.50964, 11.349637"
51980469,Navile,Private room,70.0,1,58,2023-09-17,1.89,12,15,,BOLOGNINA,PIAZZA DELL'UNITA',"44.50964, 11.349637"
52046469,Santo Stefano,Entire home/apt,189.0,1,112,2024-03-22,3.83,225,49,,GALVANI,GALVANI-1,"44.49162, 11.34618"
52137116,Santo Stefano,Private room,111.0,1,0,,,267,0,,MURRI,CHIESANUOVA,"44.4755, 11.37356"
52164911,Porto - Saragozza,Entire home/apt,126.0,3,63,2024-02-02,2.06,92,29,037006-AT-03513,MALPIGHI,MALPIGHI-2,"44.49505, 11.32998"
52164954,Navile,Entire home/apt,139.0,3,3,2023-04-16,0.16,239,1,,BOLOGNINA,PIAZZA DELL'UNITA',"44.508549, 11.350945"
52341023,Santo Stefano,Entire home/apt,79.0,2,46,2024-03-10,1.58,25,10,037006-AT-02893,OSSERVANZA - PADERNO,OSSERVANZA,"44.48082, 11.33689"
52414047,Porto - Saragozza,Entire home/apt,143.0,4,71,2024-03-14,2.53,151,28,,MALPIGHI,MALPIGHI-2,"44.490574, 11.339926"
52441366,Santo Stefano,Entire home/apt,154.0,1,62,2023-12-25,2.07,106,7,,IRNERIO,IRNERIO-2,"44.49380493164063, 11.352093696594238"
52441586,Navile,Private room,214.0,1,14,2023-02-04,0.47,357,0,,BOLOGNINA,PIAZZA DELL'UNITA',"44.51025, 11.35257"
52472082,Porto - Saragozza,Entire home/apt,109.0,1,105,2024-03-23,3.51,110,45,037006-AT-02057,MARCONI,MARCONI-2,"44.49915, 11.33664"
52503955,San Donato - San Vitale,Entire home/apt,143.0,3,23,2024-03-02,0.78,151,9,037006-AT-03514,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.49502, 11.36266"
52641702,Santo Stefano,Private room,150.0,1,29,2023-06-11,0.97,250,2,,IRNERIO,IRNERIO-2,"44.49786, 11.34833"
52642780,Santo Stefano,Entire home/apt,64.0,1,36,2024-03-15,1.24,195,17,037006-CV-00198,IRNERIO,IRNERIO-2,"44.49474, 11.35467"
52700755,Santo Stefano,Entire home/apt,111.0,2,58,2024-01-02,1.97,29,19,037006-AT-02067,IRNERIO,IRNERIO-2,"44.49294, 11.356413"
52729515,Santo Stefano,Entire home/apt,100.0,2,60,2024-03-23,2.06,25,30,424277/2021,IRNERIO,IRNERIO-2,"44.492941, 11.356413"
52763174,Santo Stefano,Entire home/apt,165.0,2,75,2023-07-02,2.53,94,20,,IRNERIO,IRNERIO-1,"44.49309, 11.35155"
52764647,Santo Stefano,Entire home/apt,79.0,1,68,2024-03-04,2.33,157,24,037006-CV-00198,GALVANI,GALVANI-1,"44.49321, 11.34422"
52800995,Porto - Saragozza,Entire home/apt,279.0,2,23,2023-11-01,0.82,96,18,,MALPIGHI,MALPIGHI-1,"44.492538, 11.34183"
52890037,Borgo Panigale - Reno,Entire home/apt,,1,2,2022-02-17,0.07,337,0,,BARCA,CANALE DI RENO,"44.48948, 11.29906"
52931118,Porto - Saragozza,Entire home/apt,80.0,1,115,2024-03-08,3.95,309,56,,MALPIGHI,MALPIGHI-2,"44.49669, 11.33213"
52950492,Savena,Entire home/apt,120.0,3,42,2024-01-02,1.44,80,16,2311786,PONTEVECCHIO - MAZZINI,PONTEVECCHIO,"44.48112, 11.38236"
52962737,Santo Stefano,Entire home/apt,100.0,2,30,2024-02-18,1.23,294,18,,MURRI,MEZZOFANTI,"44.481544494628906, 11.361424446105955"
52989134,Borgo Panigale - Reno,Entire home/apt,,5,0,,,347,0,,BARCA,CANALE DI RENO,"44.49542, 11.29865"
53022627,Porto - Saragozza,Entire home/apt,300.0,1,0,,,0,0,037006-CV-00235,MARCONI,MARCONI-2,"44.500431060791016, 11.33931827545166"
53120551,Santo Stefano,Entire home/apt,90.0,1,48,2023-11-07,1.9,264,16,,GALVANI,GALVANI-2,"44.48779, 11.34164"
53120560,Santo Stefano,Entire home/apt,109.0,1,32,2023-09-06,1.29,228,10,,OSSERVANZA - PADERNO,OSSERVANZA,"44.48571421032265, 11.33839906768812"
53142724,Porto - Saragozza,Entire home/apt,221.0,3,6,2022-09-14,0.26,182,0,037006-AT-02729,MARCONI,MARCONI-2,"44.50485, 11.34151"
53144339,Santo Stefano,Entire home/apt,73.0,1,73,2024-03-03,2.81,233,34,037006-CV-00198,IRNERIO,IRNERIO-2,"44.49466, 11.35465"
53180060,Navile,Entire home/apt,72.0,2,53,2024-01-08,2.14,307,16,,CORTICELLA - DOZZA,CROCE COPERTA,"44.530846, 11.353054"
53216017,Santo Stefano,Entire home/apt,70.0,1,169,2024-03-14,5.98,77,110,,MURRI,SIEPELUNGA,"44.4765, 11.36009"
53270398,Borgo Panigale - Reno,Entire home/apt,100.0,1,115,2024-03-17,4.05,336,50,037006-AF-00445,BORGO PANIGALE,DUCATI-VILLAGGIO INA,"44.52089, 11.26846"
53283980,Santo Stefano,Entire home/apt,60.0,1,43,2024-02-18,1.53,191,16,037006-CV-00198,IRNERIO,IRNERIO-2,"44.49816, 11.3481"
53312875,Porto - Saragozza,Entire home/apt,157.0,2,92,2024-03-22,3.97,144,51,037006-CV-00457,MARCONI,MARCONI-2,"44.49675, 11.33505"
53350173,Porto - Saragozza,Entire home/apt,135.0,1,11,2024-03-24,0.54,262,7,037006-CV-00245,MARCONI,MARCONI-2,"44.49946, 11.34156"
53446981,Porto - Saragozza,Entire home/apt,99.0,3,35,2024-03-10,1.37,122,15,037006-AT-03525,MARCONI,MARCONI-2,"44.49757, 11.33425"
53458431,Santo Stefano,Entire home/apt,201.0,2,6,2023-10-22,0.79,30,6,,GALVANI,GALVANI-1,"44.49241079999999, 11.35091"
53473107,Navile,Entire home/apt,426.0,1,61,2024-03-17,5.41,0,61,LICENZA 0376-AT-02678,BOLOGNINA,PIAZZA DELL'UNITA',"44.50809, 11.35359"
53504714,San Donato - San Vitale,Entire home/apt,79.0,1,38,2024-01-25,1.39,194,16,037006-CV-00198,SAN DONATO VECCHIO,MICHELINO,"44.50611, 11.36706"
53566219,San Donato - San Vitale,Entire home/apt,126.0,2,8,2022-05-22,0.29,73,0,,SAN DONATO VECCHIO,VIA DEL LAVORO,"44.507809, 11.35862"
53586942,Santo Stefano,Entire home/apt,152.0,2,91,2024-03-12,3.44,156,33,037006-AF-00586,IRNERIO,IRNERIO-1,"44.495686, 11.347285"
53600393,Santo Stefano,Entire home/apt,182.0,1,59,2024-02-24,2.17,69,17,,GALVANI,GALVANI-1,"44.49259, 11.34212"
53601858,Santo Stefano,Entire home/apt,164.0,3,2,2021-12-12,0.07,7,0,,GALVANI,GALVANI-2,"44.4876708984375, 11.342878341674805"
53658309,Porto - Saragozza,Private room,64.0,1,217,2024-03-24,7.8,270,101,,MARCONI,MARCONI-2,"44.50018, 11.3423"
53678014,Santo Stefano,Entire home/apt,97.0,1,236,2024-03-17,9.17,0,130,037006-CV-00875,IRNERIO,IRNERIO-1,"44.495281, 11.346919"
53678442,Santo Stefano,Entire home/apt,117.0,1,5,2023-07-16,0.34,258,3,202209191032-2619884,MURRI,DAGNINI,"44.48353, 11.37077"
53702812,Navile,Entire home/apt,126.0,1,105,2024-03-13,3.87,186,40,,CORTICELLA - DOZZA,CASERME ROSSE-MANIFATTURA,"44.52736, 11.34093"
