Geo Point;Geo Shape;Tipo di arredo;Data Aggiornamento;quartiere;area statistica;zona prossimita;Stato di conservazione
44.47250368949491, 11.38111808743406;"{""coordinates"": [11.38111808743406, 44.47250368949491], ""type"": ""Point""}";Cestino in metallo;2021-09-23;Savena;CAVEDONE;PONTEVECCHIO - MAZZINI;
44.468789002673674, 11.382885263329598;"{""coordinates"": [11.382885263329598, 44.468789002673674], ""type"": ""Point""}";Cestone;2023-07-04;Savena;CORELLI;LUNGO SAVENA;
44.472206459076475, 11.380752951759924;"{""coordinates"": [11.380752951759924, 44.472206459076475], ""type"": ""Point""}";Panchine di altro tipo;;Savena;CAVEDONE;PONTEVECCHIO - MAZZINI;BUONO
44.472232789395264, 11.38086334581937;"{""coordinates"": [11.38086334581937, 44.472232789395264], ""type"": ""Point""}";Panchine di altro tipo;;Savena;CAVEDONE;PONTEVECCHIO - MAZZINI;BUONO
44.50958978031881, 11.39692710301069;"{""coordinates"": [11.39692710301069, 44.50958978031881], ""type"": ""Point""}";Cestone;2021-10-04;San Donato - San Vitale;PILASTRO;SAN DONATO NUOVO;
44.50410026814746, 11.367243018233719;"{""coordinates"": [11.367243018233719, 44.50410026814746], ""type"": ""Point""}";Seduta in cemento o altro;2021-10-21;San Donato - San Vitale;VIA DEL LAVORO;SAN DONATO VECCHIO;
44.504125825167236, 11.36725395636884;"{""coordinates"": [11.36725395636884, 44.504125825167236], ""type"": ""Point""}";Seduta in cemento o altro;2021-10-21;San Donato - San Vitale;VIA DEL LAVORO;SAN DONATO VECCHIO;
44.50416737353746, 11.367255720949965;"{""coordinates"": [11.367255720949965, 44.50416737353746], ""type"": ""Point""}";Seduta in cemento o altro;2021-10-21;San Donato - San Vitale;VIA DEL LAVORO;SAN DONATO VECCHIO;
44.50419293160564, 11.367266659553898;"{""coordinates"": [11.367266659553898, 44.50419293160564], ""type"": ""Point""}";Seduta in cemento o altro;2021-10-21;San Donato - San Vitale;VIA DEL LAVORO;SAN DONATO VECCHIO;
44.474850216422894, 11.377389760628155;"{""coordinates"": [11.377389760628155, 44.474850216422894], ""type"": ""Point""}";Panchina in legno e metallo;2021-10-21;Savena;CAVEDONE;PONTEVECCHIO - MAZZINI;
44.50202576225778, 11.328498288911208;"{""coordinates"": [11.328498288911208, 44.50202576225778], ""type"": ""Point""}";Panchina in legno e metallo;;Porto - Saragozza;ZANARDI;SAFFI;
44.48477766492843, 11.354755111134727;"{""coordinates"": [11.354755111134727, 44.48477766492843], ""type"": ""Point""}";Tabelle (monitorie e indicative);2021-11-02;Santo Stefano;GALVANI-2;GALVANI;
44.495525144773644, 11.31105793842169;"{""coordinates"": [11.31105793842169, 44.495525144773644], ""type"": ""Point""}";Cestone;2021-11-07;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;
44.49512406370804, 11.311064689097037;"{""coordinates"": [11.311064689097037, 44.49512406370804], ""type"": ""Point""}";Cestino in metallo;2021-11-07;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;
44.49460592262932, 11.31119946122697;"{""coordinates"": [11.31119946122697, 44.49460592262932], ""type"": ""Point""}";Panchina in legno e metallo;2021-11-07;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;
44.4945013026345, 11.310992068932938;"{""coordinates"": [11.310992068932938, 44.4945013026345], ""type"": ""Point""}";Cestino in metallo;2021-11-07;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;
44.49463897890663, 11.311231751974896;"{""coordinates"": [11.311231751974896, 44.49463897890663], ""type"": ""Point""}";Cestone;2021-11-07;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;
44.507797473541295, 11.292720549894403;"{""coordinates"": [11.292720549894403, 44.507797473541295], ""type"": ""Point""}";;;Borgo Panigale - Reno;EMILIA PONENTE;SANTA VIOLA;
44.50736370524044, 11.292361891173757;"{""coordinates"": [11.292361891173757, 44.50736370524044], ""type"": ""Point""}";;;Borgo Panigale - Reno;EMILIA PONENTE;SANTA VIOLA;
44.490701883458776, 11.287443577285481;"{""coordinates"": [11.287443577285481, 44.490701883458776], ""type"": ""Point""}";Cestino in metallo;2021-12-19;Borgo Panigale - Reno;VILLAGGIO DELLA BARCA;BARCA;
44.51373629218435, 11.391456789822614;"{""coordinates"": [11.391456789822614, 44.51373629218435], ""type"": ""Point""}";Cestone;;San Donato - San Vitale;PILASTRO;SAN DONATO NUOVO;
44.513527643879954, 11.400130776742998;"{""coordinates"": [11.400130776742998, 44.513527643879954], ""type"": ""Point""}";Cestone;2023-04-12;San Donato - San Vitale;PILASTRO;SAN DONATO NUOVO;
44.52537612263022, 11.34582411497881;"{""coordinates"": [11.34582411497881, 44.52537612263022], ""type"": ""Point""}";Panchina più tavolo;2022-02-09;Navile;CASERME ROSSE-MANIFATTURA;CORTICELLA - DOZZA;
44.5253903341816, 11.345782486741701;"{""coordinates"": [11.345782486741701, 44.5253903341816], ""type"": ""Point""}";Cestone;2022-02-09;Navile;CASERME ROSSE-MANIFATTURA;CORTICELLA - DOZZA;
44.47669035662002, 11.384279106824895;"{""coordinates"": [11.384279106824895, 44.47669035662002], ""type"": ""Point""}";Panchina in legno e metallo;2022-02-08;Savena;BITONE;PONTEVECCHIO - MAZZINI;
44.47665898335355, 11.384234865951473;"{""coordinates"": [11.384234865951473, 44.47665898335355], ""type"": ""Point""}";Cestone;2022-02-08;Savena;BITONE;PONTEVECCHIO - MAZZINI;
44.4549857470221, 11.370889652954627;"{""coordinates"": [11.370889652954627, 44.4549857470221], ""type"": ""Point""}";Panchina in legno e metallo;;Savena;CORELLI;LUNGO SAVENA;BUONO
44.455010068911534, 11.371173330346878;"{""coordinates"": [11.371173330346878, 44.455010068911534], ""type"": ""Point""}";Panchina in legno e metallo;;Savena;CORELLI;LUNGO SAVENA;BUONO
44.45504577779725, 11.371220591051934;"{""coordinates"": [11.371220591051934, 44.45504577779725], ""type"": ""Point""}";Panchina in legno e metallo;;Savena;CORELLI;LUNGO SAVENA;BUONO
44.455062027237204, 11.37122336288895;"{""coordinates"": [11.37122336288895, 44.455062027237204], ""type"": ""Point""}";Cestone;;Savena;CORELLI;LUNGO SAVENA;BUONO
44.47842388227028, 11.374982300613127;"{""coordinates"": [11.374982300613127, 44.47842388227028], ""type"": ""Point""}";Portabici;;Santo Stefano;DAGNINI;MURRI;BUONO
44.47888930320055, 11.373824026291027;"{""coordinates"": [11.373824026291027, 44.47888930320055], ""type"": ""Point""}";Panchina in legno e metallo;;Santo Stefano;DAGNINI;MURRI;BUONO
44.47901178441416, 11.37357655441476;"{""coordinates"": [11.37357655441476, 44.47901178441416], ""type"": ""Point""}";Panchina in legno e metallo;;Santo Stefano;DAGNINI;MURRI;BUONO
44.47917467085164, 11.374502043320701;"{""coordinates"": [11.374502043320701, 44.47917467085164], ""type"": ""Point""}";Cestone;;Santo Stefano;DAGNINI;MURRI;BUONO
44.47846694742019, 11.374010190630184;"{""coordinates"": [11.374010190630184, 44.47846694742019], ""type"": ""Point""}";Panchina in legno e metallo;;Santo Stefano;DAGNINI;MURRI;BUONO
44.48141703386653, 11.3717223389273;"{""coordinates"": [11.3717223389273, 44.48141703386653], ""type"": ""Point""}";Cestone;;Santo Stefano;DAGNINI;MURRI;BUONO
44.48055946434343, 11.372437259411969;"{""coordinates"": [11.372437259411969, 44.48055946434343], ""type"": ""Point""}";Panchina in legno e metallo;;Santo Stefano;DAGNINI;MURRI;BUONO
44.50628039475815, 11.278385108230328;"{""coordinates"": [11.278385108230328, 44.50628039475815], ""type"": ""Point""}";;;Borgo Panigale - Reno;CASTELDEBOLE;CASTELDEBOLE - PONTELUNGO;
44.507021189987384, 11.278529335420565;"{""coordinates"": [11.278529335420565, 44.507021189987384], ""type"": ""Point""}";;2024-03-25;Borgo Panigale - Reno;CASTELDEBOLE;CASTELDEBOLE - PONTELUNGO;
44.50698655731319, 11.278710419403456;"{""coordinates"": [11.278710419403456, 44.50698655731319], ""type"": ""Point""}";Panchina più tavolo;;Borgo Panigale - Reno;CASTELDEBOLE;CASTELDEBOLE - PONTELUNGO;
44.50637526749271, 11.277845985200546;"{""coordinates"": [11.277845985200546, 44.50637526749271], ""type"": ""Point""}";Portabici;;Borgo Panigale - Reno;CASTELDEBOLE;CASTELDEBOLE - PONTELUNGO;
44.50688232593626, 11.278815732488136;"{""coordinates"": [11.278815732488136, 44.50688232593626], ""type"": ""Point""}";Panchina in legno e metallo;2024-03-25;Borgo Panigale - Reno;CASTELDEBOLE;CASTELDEBOLE - PONTELUNGO;
44.50686534263148, 11.278850623740556;"{""coordinates"": [11.278850623740556, 44.50686534263148], ""type"": ""Point""}";Panchina in legno e metallo;2024-03-25;Borgo Panigale - Reno;CASTELDEBOLE;CASTELDEBOLE - PONTELUNGO;
44.50697658074207, 11.278444186621568;"{""coordinates"": [11.278444186621568, 44.50697658074207], ""type"": ""Point""}";Panchina in legno e metallo;2024-03-25;Borgo Panigale - Reno;CASTELDEBOLE;CASTELDEBOLE - PONTELUNGO;
44.4691983883781, 11.380023290752902;"{""coordinates"": [11.380023290752902, 44.4691983883781], ""type"": ""Point""}";;2021-12-28;Savena;CORELLI;LUNGO SAVENA;
44.515671720950465, 11.354451538763437;"{""coordinates"": [11.354451538763437, 44.515671720950465], ""type"": ""Point""}";Cestone;2022-03-06;Navile;VIA FERRARESE;BOLOGNINA;
44.51442169661361, 11.354376764917049;"{""coordinates"": [11.354376764917049, 44.51442169661361], ""type"": ""Point""}";Cestone;2022-03-06;Navile;VIA FERRARESE;BOLOGNINA;
44.51366422865354, 11.354143441249924;"{""coordinates"": [11.354143441249924, 44.51366422865354], ""type"": ""Point""}";;2022-03-06;Navile;VIA FERRARESE;BOLOGNINA;
44.51325428217569, 11.353933804170158;"{""coordinates"": [11.353933804170158, 44.51325428217569], ""type"": ""Point""}";Cestone;2022-03-06;Navile;VIA FERRARESE;BOLOGNINA;
44.51140799028385, 11.353190354996869;"{""coordinates"": [11.353190354996869, 44.51140799028385], ""type"": ""Point""}";;2022-03-06;Navile;VIA FERRARESE;BOLOGNINA;
44.52023824024793, 11.337649972457754;"{""coordinates"": [11.337649972457754, 44.52023824024793], ""type"": ""Point""}";Panchina in legno e metallo;;Navile;ARCOVEGGIO;BOLOGNINA;
44.52038447805105, 11.337692559739244;"{""coordinates"": [11.337692559739244, 44.52038447805105], ""type"": ""Point""}";Panchina in legno e metallo;2022-01-30;Navile;ARCOVEGGIO;BOLOGNINA;
44.52041245321752, 11.33770574188526;"{""coordinates"": [11.33770574188526, 44.52041245321752], ""type"": ""Point""}";Cestino in metallo;2022-01-30;Navile;ARCOVEGGIO;BOLOGNINA;
44.52040713749265, 11.337754603976668;"{""coordinates"": [11.337754603976668, 44.52040713749265], ""type"": ""Point""}";Cestino in metallo;2022-01-30;Navile;ARCOVEGGIO;BOLOGNINA;
44.525143192782366, 11.317182524536669;"{""coordinates"": [11.317182524536669, 44.525143192782366], ""type"": ""Point""}";Panchina in legno e metallo;2022-03-08;Navile;PESCAROLA;BERTALIA - NOCE;
44.52511058471005, 11.317171485476374;"{""coordinates"": [11.317171485476374, 44.52511058471005], ""type"": ""Point""}";Panchina in legno e metallo;2022-03-08;Navile;PESCAROLA;BERTALIA - NOCE;
44.5250012700399, 11.317130662178588;"{""coordinates"": [11.317130662178588, 44.5250012700399], ""type"": ""Point""}";Panchina in legno e metallo;2022-03-08;Navile;PESCAROLA;BERTALIA - NOCE;
44.5250459340692, 11.317499395680302;"{""coordinates"": [11.317499395680302, 44.5250459340692], ""type"": ""Point""}";Panchina in legno e metallo;2022-03-08;Navile;PESCAROLA;BERTALIA - NOCE;
44.52548619765654, 11.316873383070718;"{""coordinates"": [11.316873383070718, 44.52548619765654], ""type"": ""Point""}";Panchina in legno e metallo;2022-03-08;Navile;PESCAROLA;BERTALIA - NOCE;
44.52571935173764, 11.31693752514485;"{""coordinates"": [11.31693752514485, 44.52571935173764], ""type"": ""Point""}";Panchina in legno e metallo;2022-03-08;Navile;PESCAROLA;BERTALIA - NOCE;
44.52537264120661, 11.317069071390007;"{""coordinates"": [11.317069071390007, 44.52537264120661], ""type"": ""Point""}";Cestone;2022-03-08;Navile;PESCAROLA;BERTALIA - NOCE;
44.52536753429136, 11.317106343073522;"{""coordinates"": [11.317106343073522, 44.52536753429136], ""type"": ""Point""}";Seduta in cemento o altro;2022-03-08;Navile;PESCAROLA;BERTALIA - NOCE;
44.52543148202787, 11.317191141586942;"{""coordinates"": [11.317191141586942, 44.52543148202787], ""type"": ""Point""}";Seduta in cemento o altro;2022-03-08;Navile;PESCAROLA;BERTALIA - NOCE;
44.52546027646404, 11.317229429071224;"{""coordinates"": [11.317229429071224, 44.52546027646404], ""type"": ""Point""}";Seduta in cemento o altro;2022-03-08;Navile;PESCAROLA;BERTALIA - NOCE;
44.52558338662525, 11.317275359228965;"{""coordinates"": [11.317275359228965, 44.52558338662525], ""type"": ""Point""}";Seduta in cemento o altro;2022-03-08;Navile;PESCAROLA;BERTALIA - NOCE;
44.525598843586714, 11.317310612868258;"{""coordinates"": [11.317310612868258, 44.525598843586714], ""type"": ""Point""}";Seduta in cemento o altro;2022-03-08;Navile;PESCAROLA;BERTALIA - NOCE;
44.525455338212055, 11.317272871015152;"{""coordinates"": [11.317272871015152, 44.525455338212055], ""type"": ""Point""}";Cestone;2022-03-08;Navile;PESCAROLA;BERTALIA - NOCE;
44.525623140218066, 11.316465228950527;"{""coordinates"": [11.316465228950527, 44.525623140218066], ""type"": ""Point""}";Panchina in legno e metallo;2022-03-08;Navile;PESCAROLA;BERTALIA - NOCE;
44.519967267424285, 11.339625457488511;"{""coordinates"": [11.339625457488511, 44.519967267424285], ""type"": ""Point""}";Panchina in legno e metallo;2022-03-09;Navile;ARCOVEGGIO;BOLOGNINA;
44.49573103616259, 11.311764372084667;"{""coordinates"": [11.311764372084667, 44.49573103616259], ""type"": ""Point""}";;2022-03-14;Porto - Saragozza;XXI APRILE;SARAGOZZA - SAN LUCA;
44.47857744009685, 11.375402312238846;"{""coordinates"": [11.375402312238846, 44.47857744009685], ""type"": ""Point""}";Seduta in cemento o altro;;Santo Stefano;DAGNINI;MURRI;BUONO
44.47856694493967, 11.375430635203287;"{""coordinates"": [11.375430635203287, 44.47856694493967], ""type"": ""Point""}";Seduta in cemento o altro;;Santo Stefano;DAGNINI;MURRI;BUONO
44.46868227514924, 11.3795855104203;"{""coordinates"": [11.3795855104203, 44.46868227514924], ""type"": ""Point""}";Seduta in cemento o altro;2022-03-17;Savena;CORELLI;LUNGO SAVENA;
44.448970809457634, 11.32291572401548;"{""coordinates"": [11.32291572401548, 44.448970809457634], ""type"": ""Point""}";Cestone;2022-04-03;Santo Stefano;PADERNO;OSSERVANZA - PADERNO;
44.54931389348541, 11.358375090735805;"{""coordinates"": [11.358375090735805, 44.54931389348541], ""type"": ""Point""}";Bacheche informative;2022-04-07;Navile;SAN SAVINO;CORTICELLA - DOZZA;
44.483561813465904, 11.350473249604242;"{""coordinates"": [11.350473249604242, 44.483561813465904], ""type"": ""Point""}";Tabelle (monitorie e indicative);2022-04-07;Santo Stefano;GIARDINI MARGHERITA;MURRI;
44.481592888183954, 11.351352233428388;"{""coordinates"": [11.351352233428388, 44.481592888183954], ""type"": ""Point""}";Portabici;2022-04-07;Santo Stefano;GIARDINI MARGHERITA;MURRI;
44.48205372203654, 11.343302277104147;"{""coordinates"": [11.343302277104147, 44.48205372203654], ""type"": ""Point""}";Tabelle (monitorie e indicative);2022-04-07;Santo Stefano;SAN MICHELE IN BOSCO;OSSERVANZA - PADERNO;
44.45600314226136, 11.371748175113966;"{""coordinates"": [11.371748175113966, 44.45600314226136], ""type"": ""Point""}";Cestone;2022-04-11;Savena;CORELLI;LUNGO SAVENA;
44.476373598558084, 11.307998463059898;"{""coordinates"": [11.307998463059898, 44.476373598558084], ""type"": ""Point""}";;2022-04-11;Porto - Saragozza;RAVONE;SARAGOZZA - SAN LUCA;
44.520744327449094, 11.267986736244415;"{""coordinates"": [11.267986736244415, 44.520744327449094], ""type"": ""Point""}";;2022-04-11;Borgo Panigale - Reno;DUCATI-VILLAGGIO INA;BORGO PANIGALE;
44.49303607328219, 11.364445149056882;"{""coordinates"": [11.364445149056882, 44.49303607328219], ""type"": ""Point""}";;2022-04-11;San Donato - San Vitale;CIRENAICA;CIRENAICA - MASSARENTI - SCANDELLARA;
44.51569680703333, 11.353445656174145;"{""coordinates"": [11.353445656174145, 44.51569680703333], ""type"": ""Point""}";Cestone;2022-04-12;Navile;VIA FERRARESE;BOLOGNINA;
44.51617826367671, 11.353335774329082;"{""coordinates"": [11.353335774329082, 44.51617826367671], ""type"": ""Point""}";Panchina in legno e metallo;2022-04-12;Navile;VIA FERRARESE;BOLOGNINA;
44.48697630308236, 11.363557294312443;"{""coordinates"": [11.363557294312443, 44.48697630308236], ""type"": ""Point""}";Bacheche informative;2022-04-12;Santo Stefano;MEZZOFANTI;MURRI;
44.48716692314543, 11.363767390669814;"{""coordinates"": [11.363767390669814, 44.48716692314543], ""type"": ""Point""}";Bacheche informative;2022-04-12;Santo Stefano;MEZZOFANTI;MURRI;
44.49181778131254, 11.378344237672987;"{""coordinates"": [11.378344237672987, 44.49181778131254], ""type"": ""Point""}";Cestone;2022-04-13;San Donato - San Vitale;GUELFA;CIRENAICA - MASSARENTI - SCANDELLARA;
44.48695592016542, 11.363683680824348;"{""coordinates"": [11.363683680824348, 44.48695592016542], ""type"": ""Point""}";Bacheche informative;2022-04-14;Santo Stefano;MEZZOFANTI;MURRI;
44.48738309923471, 11.384666204750744;"{""coordinates"": [11.384666204750744, 44.48738309923471], ""type"": ""Point""}";Panchina in legno e metallo;2021-11-17;Savena;FOSSOLO;FOSSOLO - DUE MADONNE;
44.50207725654888, 11.32825200987562;"{""coordinates"": [11.32825200987562, 44.50207725654888], ""type"": ""Point""}";Cestone;2022-04-19;Porto - Saragozza;ZANARDI;SAFFI;
44.52009392493073, 11.26845956090188;"{""coordinates"": [11.26845956090188, 44.52009392493073], ""type"": ""Point""}";Fontana in ghisa;2022-04-21;Borgo Panigale - Reno;DUCATI-VILLAGGIO INA;BORGO PANIGALE;
44.49521770958107, 11.360591725532592;"{""coordinates"": [11.360591725532592, 44.49521770958107], ""type"": ""Point""}";Cestone;2022-05-06;San Donato - San Vitale;CIRENAICA;CIRENAICA - MASSARENTI - SCANDELLARA;
44.4897480317584, 11.313109610439467;"{""coordinates"": [11.313109610439467, 44.4897480317584], ""type"": ""Point""}";;2022-05-12;Porto - Saragozza;RAVONE;SARAGOZZA - SAN LUCA;
44.48943398773987, 11.313669597214998;"{""coordinates"": [11.313669597214998, 44.48943398773987], ""type"": ""Point""}";Cestone;2022-05-12;Porto - Saragozza;RAVONE;SARAGOZZA - SAN LUCA;
44.48925493503763, 11.31340629870123;"{""coordinates"": [11.31340629870123, 44.48925493503763], ""type"": ""Point""}";;2022-05-12;Porto - Saragozza;RAVONE;SARAGOZZA - SAN LUCA;
44.51623322637626, 11.352689407143473;"{""coordinates"": [11.352689407143473, 44.51623322637626], ""type"": ""Point""}";Cestone;2022-05-16;Navile;VIA FERRARESE;BOLOGNINA;
44.51627720015997, 11.353042080664025;"{""coordinates"": [11.353042080664025, 44.51627720015997], ""type"": ""Point""}";;2022-05-16;Navile;VIA FERRARESE;BOLOGNINA;
44.5158692445242, 11.353787625795485;"{""coordinates"": [11.353787625795485, 44.5158692445242], ""type"": ""Point""}";Cestone;2022-05-16;Navile;VIA FERRARESE;BOLOGNINA;
44.496791729534856, 11.383154046641897;"{""coordinates"": [11.383154046641897, 44.496791729534856], ""type"": ""Point""}";Panchina in legno e metallo;2022-05-18;San Donato - San Vitale;SCANDELLARA;CIRENAICA - MASSARENTI - SCANDELLARA;
