Geo Point;Geo Shape;Tipo di arredo;Data Aggiornamento;quartiere;area statistica;zona prossimita;Stato di conservazione
44.49876724530381, 11.388585637514401;"{""coordinates"": [11.388585637514401, 44.49876724530381], ""type"": ""Point""}";Panchina in legno e metallo;2020-09-29;San Donato - San Vitale;VIA LARGA;CIRENAICA - MASSARENTI - SCANDELLARA;
44.51942823656825, 11.329527417505663;"{""coordinates"": [11.329527417505663, 44.51942823656825], ""type"": ""Point""}";Cestone;2020-09-30;Navile;BEVERARA;BEVERARA;
44.47902221058958, 11.375600264867522;"{""coordinates"": [11.375600264867522, 44.47902221058958], ""type"": ""Point""}";Panchina in legno e metallo;2021-04-27;Santo Stefano;DAGNINI;MURRI;
44.50054120624904, 11.328560417137734;"{""coordinates"": [11.328560417137734, 44.50054120624904], ""type"": ""Point""}";Panchine di altro tipo;2020-10-01;Porto - Saragozza;ZANARDI;SAFFI;
44.50502062637063, 11.305392817891022;"{""coordinates"": [11.305392817891022, 44.50502062637063], ""type"": ""Point""}";Cestone;2020-10-22;Borgo Panigale - Reno;EMILIA PONENTE;SANTA VIOLA;
44.505080736308926, 11.305547034313914;"{""coordinates"": [11.305547034313914, 44.505080736308926], ""type"": ""Point""}";Cestone;2020-10-22;Borgo Panigale - Reno;EMILIA PONENTE;SANTA VIOLA;
44.50582940655378, 11.305246229051692;"{""coordinates"": [11.305246229051692, 44.50582940655378], ""type"": ""Point""}";Cestone;2020-10-22;Borgo Panigale - Reno;EMILIA PONENTE;SANTA VIOLA;
44.51998078147129, 11.347423006193656;"{""coordinates"": [11.347423006193656, 44.51998078147129], ""type"": ""Point""}";Panchina in legno e metallo;;Navile;ARCOVEGGIO;BOLOGNINA;
44.51999994897706, 11.347205043538834;"{""coordinates"": [11.347205043538834, 44.51999994897706], ""type"": ""Point""}";Panchina in legno e metallo;;Navile;ARCOVEGGIO;BOLOGNINA;
44.51537308404861, 11.294485635536468;"{""coordinates"": [11.294485635536468, 44.51537308404861], ""type"": ""Point""}";Panchina in legno e metallo;;Borgo Panigale - Reno;TRIUMVIRATO-PIETRA;CASTELDEBOLE - PONTELUNGO;BUONO
44.499272026375245, 11.298406263983624;"{""coordinates"": [11.298406263983624, 44.499272026375245], ""type"": ""Point""}";Dissuasore;;Borgo Panigale - Reno;BATTINDARNO;BARCA;BUONO
44.499277857871114, 11.298311062991779;"{""coordinates"": [11.298311062991779, 44.499277857871114], ""type"": ""Point""}";Tabelle (monitorie e indicative);;Borgo Panigale - Reno;BATTINDARNO;BARCA;BUONO
44.49938065218448, 11.297974720916253;"{""coordinates"": [11.297974720916253, 44.49938065218448], ""type"": ""Point""}";Portabici;;Borgo Panigale - Reno;BATTINDARNO;BARCA;BUONO
44.50196468365257, 11.288410195269675;"{""coordinates"": [11.288410195269675, 44.50196468365257], ""type"": ""Point""}";Tabelle (monitorie e indicative);;Borgo Panigale - Reno;VILLAGGIO DELLA BARCA;BARCA;BUONO
44.4492385076462, 11.322900427283477;"{""coordinates"": [11.322900427283477, 44.4492385076462], ""type"": ""Point""}";Dissuasore;2021-07-20;Santo Stefano;PADERNO;OSSERVANZA - PADERNO;BUONO
44.54601654264877, 11.359921311906788;"{""coordinates"": [11.359921311906788, 44.54601654264877], ""type"": ""Point""}";Cestone;2020-12-06;Navile;SAN SAVINO;CORTICELLA - DOZZA;
44.470973784814824, 11.398398188491019;"{""coordinates"": [11.398398188491019, 44.470973784814824], ""type"": ""Point""}";Panchina più tavolo;;Savena;VIA ARNO;PONTEVECCHIO - MAZZINI;BUONO
44.47683018733112, 11.396947541502666;"{""coordinates"": [11.396947541502666, 44.47683018733112], ""type"": ""Point""}";Panchina in legno e metallo;;Savena;DUE MADONNE;FOSSOLO - DUE MADONNE;BUONO
44.47670391751429, 11.396895999342947;"{""coordinates"": [11.396895999342947, 44.47670391751429], ""type"": ""Point""}";Panchina in legno e metallo;;Savena;DUE MADONNE;FOSSOLO - DUE MADONNE;BUONO
44.47656375845056, 11.396813666950328;"{""coordinates"": [11.396813666950328, 44.47656375845056], ""type"": ""Point""}";Panchina in legno e metallo;;Savena;DUE MADONNE;FOSSOLO - DUE MADONNE;BUONO
44.46395438016266, 11.37522741938946;"{""coordinates"": [11.37522741938946, 44.46395438016266], ""type"": ""Point""}";Cestone;2020-12-17;Savena;CORELLI;LUNGO SAVENA;
44.46303873355009, 11.374529964405207;"{""coordinates"": [11.374529964405207, 44.46303873355009], ""type"": ""Point""}";Cestino in metallo;2020-12-17;Savena;CORELLI;LUNGO SAVENA;
44.46311794777647, 11.374284872599578;"{""coordinates"": [11.374284872599578, 44.46311794777647], ""type"": ""Point""}";Cestino in metallo;2020-12-17;Savena;CORELLI;LUNGO SAVENA;
44.48272549880188, 11.368702576797014;"{""coordinates"": [11.368702576797014, 44.48272549880188], ""type"": ""Point""}";Panchina in legno e metallo;;Santo Stefano;DAGNINI;MURRI;BUONO
44.481996443832244, 11.35208208392987;"{""coordinates"": [11.35208208392987, 44.481996443832244], ""type"": ""Point""}";Fontana in cemento;;Santo Stefano;GIARDINI MARGHERITA;MURRI;BUONO
44.48806779068221, 11.38582102465433;"{""coordinates"": [11.38582102465433, 44.48806779068221], ""type"": ""Point""}";Panchina più tavolo;;Savena;FOSSOLO;FOSSOLO - DUE MADONNE;BUONO
44.499651511852996, 11.331377133093238;"{""coordinates"": [11.331377133093238, 44.499651511852996], ""type"": ""Point""}";Tabelle (monitorie e indicative);;Porto - Saragozza;MARCONI-2;MARCONI;BUONO
44.49612830812643, 11.360075212303515;"{""coordinates"": [11.360075212303515, 44.49612830812643], ""type"": ""Point""}";Seduta in cemento o altro;2020-12-21;San Donato - San Vitale;CIRENAICA;CIRENAICA - MASSARENTI - SCANDELLARA;
44.52166345697199, 11.33033770060311;"{""coordinates"": [11.33033770060311, 44.52166345697199], ""type"": ""Point""}";Altro;;Navile;BEVERARA;BEVERARA;BUONO
44.49788000613391, 11.368073275436696;"{""coordinates"": [11.368073275436696, 44.49788000613391], ""type"": ""Point""}";Cestone;2021-01-10;San Donato - San Vitale;CIRENAICA;CIRENAICA - MASSARENTI - SCANDELLARA;
44.517354033896936, 11.395291044405644;"{""coordinates"": [11.395291044405644, 44.517354033896936], ""type"": ""Point""}";Cestone;2021-01-11;San Donato - San Vitale;CAAB;SAN DONATO NUOVO;
44.49640001241559, 11.386144836550303;"{""coordinates"": [11.386144836550303, 44.49640001241559], ""type"": ""Point""}";Cestone;2021-09-14;San Donato - San Vitale;SCANDELLARA;CIRENAICA - MASSARENTI - SCANDELLARA;
44.50341817525192, 11.356237241230728;"{""coordinates"": [11.356237241230728, 44.50341817525192], ""type"": ""Point""}";Panchina in legno e metallo;2021-01-19;San Donato - San Vitale;VIA DEL LAVORO;SAN DONATO VECCHIO;
44.505034219880635, 11.359751171369282;"{""coordinates"": [11.359751171369282, 44.505034219880635], ""type"": ""Point""}";Cestone;2021-01-20;San Donato - San Vitale;VIA DEL LAVORO;SAN DONATO VECCHIO;
44.47700084405912, 11.397015560623156;"{""coordinates"": [11.397015560623156, 44.47700084405912], ""type"": ""Point""}";Cestone;2021-02-10;Savena;DUE MADONNE;FOSSOLO - DUE MADONNE;
44.47616692126007, 11.396709995035192;"{""coordinates"": [11.396709995035192, 44.47616692126007], ""type"": ""Point""}";Panchina in legno e metallo;2021-02-10;Savena;DUE MADONNE;FOSSOLO - DUE MADONNE;
44.4762425378348, 11.396764626377342;"{""coordinates"": [11.396764626377342, 44.4762425378348], ""type"": ""Point""}";Panchina in legno e metallo;2021-02-10;Savena;DUE MADONNE;FOSSOLO - DUE MADONNE;
44.47632001240845, 11.39681907498543;"{""coordinates"": [11.39681907498543, 44.47632001240845], ""type"": ""Point""}";Panchina in legno e metallo;2021-02-10;Savena;DUE MADONNE;FOSSOLO - DUE MADONNE;
44.504197481327246, 11.350882262856766;"{""coordinates"": [11.350882262856766, 44.504197481327246], ""type"": ""Point""}";Panchina in legno e metallo;2021-02-08;Santo Stefano;IRNERIO-2;IRNERIO;
44.504200135142504, 11.350639798126139;"{""coordinates"": [11.350639798126139, 44.504200135142504], ""type"": ""Point""}";Panchina in legno e metallo;2021-02-08;Santo Stefano;IRNERIO-2;IRNERIO;
44.50418108247118, 11.350639032177167;"{""coordinates"": [11.350639032177167, 44.50418108247118], ""type"": ""Point""}";Panchina in legno e metallo;2021-02-08;Santo Stefano;IRNERIO-2;IRNERIO;
44.504118150253, 11.350414218419651;"{""coordinates"": [11.350414218419651, 44.504118150253], ""type"": ""Point""}";Cestino in metallo;2021-02-08;Santo Stefano;IRNERIO-2;IRNERIO;
44.50402975641003, 11.35064858820684;"{""coordinates"": [11.35064858820684, 44.50402975641003], ""type"": ""Point""}";Cestino in metallo;2021-02-08;Santo Stefano;IRNERIO-2;IRNERIO;
44.50421889639862, 11.350846926668902;"{""coordinates"": [11.350846926668902, 44.50421889639862], ""type"": ""Point""}";Cestino in metallo;2021-02-08;Santo Stefano;IRNERIO-2;IRNERIO;
44.5042183947769, 11.35094663732446;"{""coordinates"": [11.35094663732446, 44.5042183947769], ""type"": ""Point""}";Cestino in metallo;2021-02-08;Santo Stefano;IRNERIO-2;IRNERIO;
44.504009197295616, 11.350592319465735;"{""coordinates"": [11.350592319465735, 44.504009197295616], ""type"": ""Point""}";Tabelle (monitorie e indicative);2021-02-08;Santo Stefano;IRNERIO-2;IRNERIO;
44.50401788842568, 11.35069490980384;"{""coordinates"": [11.35069490980384, 44.50401788842568], ""type"": ""Point""}";Panchina in legno e metallo;2021-02-08;Santo Stefano;IRNERIO-2;IRNERIO;
44.50395273846844, 11.350478373978653;"{""coordinates"": [11.350478373978653, 44.50395273846844], ""type"": ""Point""}";Panchina in legno e metallo;2021-02-08;Santo Stefano;IRNERIO-2;IRNERIO;
44.50387288488981, 11.350531773767273;"{""coordinates"": [11.350531773767273, 44.50387288488981], ""type"": ""Point""}";Panchina in legno e metallo;2021-02-08;Santo Stefano;IRNERIO-2;IRNERIO;
44.50376947169775, 11.352234795220323;"{""coordinates"": [11.352234795220323, 44.50376947169775], ""type"": ""Point""}";Cestino in metallo;2021-02-08;Santo Stefano;IRNERIO-2;IRNERIO;BUONO
44.50298508863993, 11.357331424832106;"{""coordinates"": [11.357331424832106, 44.50298508863993], ""type"": ""Point""}";Panchina in legno e metallo;2021-03-15;San Donato - San Vitale;VIA DEL LAVORO;SAN DONATO VECCHIO;BUONO
44.489375732647154, 11.375067571529799;"{""coordinates"": [11.375067571529799, 44.489375732647154], ""type"": ""Point""}";Cestino in metallo;2021-03-15;San Donato - San Vitale;MENGOLI;CIRENAICA - MASSARENTI - SCANDELLARA;BUONO
44.48942108023276, 11.375360208527082;"{""coordinates"": [11.375360208527082, 44.48942108023276], ""type"": ""Point""}";Cestino in metallo;2021-03-15;San Donato - San Vitale;MENGOLI;CIRENAICA - MASSARENTI - SCANDELLARA;BUONO
44.511719090689446, 11.400025062707336;"{""coordinates"": [11.400025062707336, 44.511719090689446], ""type"": ""Point""}";Cestone;2021-03-15;San Donato - San Vitale;PILASTRO;SAN DONATO NUOVO;BUONO
44.50242833266978, 11.361431439756315;"{""coordinates"": [11.361431439756315, 44.50242833266978], ""type"": ""Point""}";Panchina in legno e metallo;2021-12-08;San Donato - San Vitale;VIA DEL LAVORO;SAN DONATO VECCHIO;BUONO
44.46843286173519, 11.380206205011916;"{""coordinates"": [11.380206205011916, 44.46843286173519], ""type"": ""Point""}";Cestone;2021-03-15;Savena;CORELLI;LUNGO SAVENA;BUONO
44.47047674542325, 11.375044833067887;"{""coordinates"": [11.375044833067887, 44.47047674542325], ""type"": ""Point""}";Cestone;2021-03-15;Savena;VIA TOSCANA;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;BUONO
44.46458002212877, 11.3768246175811;"{""coordinates"": [11.3768246175811, 44.46458002212877], ""type"": ""Point""}";Panchina in legno e metallo;2022-05-23;Savena;CORELLI;LUNGO SAVENA;BUONO
44.46454733588398, 11.376806782779894;"{""coordinates"": [11.376806782779894, 44.46454733588398], ""type"": ""Point""}";Panchina in legno e metallo;2022-05-23;Savena;CORELLI;LUNGO SAVENA;BUONO
44.4641655639166, 11.37658967590567;"{""coordinates"": [11.37658967590567, 44.4641655639166], ""type"": ""Point""}";Panchina in legno e metallo;2022-05-23;Savena;CORELLI;LUNGO SAVENA;BUONO
44.46447439252087, 11.376770442780419;"{""coordinates"": [11.376770442780419, 44.46447439252087], ""type"": ""Point""}";Cestino in metallo;2022-05-23;Savena;CORELLI;LUNGO SAVENA;BUONO
44.46466016113961, 11.376883217183972;"{""coordinates"": [11.376883217183972, 44.46466016113961], ""type"": ""Point""}";Cestino in metallo;2022-05-23;Savena;CORELLI;LUNGO SAVENA;BUONO
44.51874027809126, 11.33814770840914;"{""coordinates"": [11.33814770840914, 44.51874027809126], ""type"": ""Point""}";Cestone;2021-04-27;Navile;ARCOVEGGIO;BOLOGNINA;
44.51859484274434, 11.338638568259393;"{""coordinates"": [11.338638568259393, 44.51859484274434], ""type"": ""Point""}";Cestone;2021-04-27;Navile;ARCOVEGGIO;BOLOGNINA;
44.47894750268665, 11.375701254772585;"{""coordinates"": [11.375701254772585, 44.47894750268665], ""type"": ""Point""}";Panchina in legno e metallo;2021-04-27;Santo Stefano;DAGNINI;MURRI;
44.47888624768754, 11.375701579552025;"{""coordinates"": [11.375701579552025, 44.47888624768754], ""type"": ""Point""}";Panchina in legno e metallo;2021-04-27;Santo Stefano;DAGNINI;MURRI;
44.50244101497969, 11.32891837426741;"{""coordinates"": [11.32891837426741, 44.50244101497969], ""type"": ""Point""}";Panchina in legno e metallo;2021-05-12;Porto - Saragozza;ZANARDI;SAFFI;
44.50234644707565, 11.328691601989462;"{""coordinates"": [11.328691601989462, 44.50234644707565], ""type"": ""Point""}";Panchina in legno e metallo;2021-05-12;Porto - Saragozza;ZANARDI;SAFFI;
44.502335970632984, 11.32868746112346;"{""coordinates"": [11.32868746112346, 44.502335970632984], ""type"": ""Point""}";Panchina in legno e metallo;2021-05-12;Porto - Saragozza;ZANARDI;SAFFI;
44.5022700128426, 11.328669388203599;"{""coordinates"": [11.328669388203599, 44.5022700128426], ""type"": ""Point""}";Panchina in legno e metallo;2021-05-12;Porto - Saragozza;ZANARDI;SAFFI;
44.50218619468021, 11.328839820699153;"{""coordinates"": [11.328839820699153, 44.50218619468021], ""type"": ""Point""}";Panchina in legno e metallo;2021-05-12;Porto - Saragozza;ZANARDI;SAFFI;
44.50205821014146, 11.32957979691565;"{""coordinates"": [11.32957979691565, 44.50205821014146], ""type"": ""Point""}";Panchina più tavolo;2021-05-12;Porto - Saragozza;ZANARDI;SAFFI;BUONO
44.50202252939682, 11.329775728389366;"{""coordinates"": [11.329775728389366, 44.50202252939682], ""type"": ""Point""}";Panchina più tavolo;2021-05-12;Porto - Saragozza;ZANARDI;SAFFI;BUONO
44.502125077132995, 11.329451719401112;"{""coordinates"": [11.329451719401112, 44.502125077132995], ""type"": ""Point""}";Panchina in legno e metallo;2021-05-12;Porto - Saragozza;ZANARDI;SAFFI;
44.50208879644762, 11.3296480410131;"{""coordinates"": [11.3296480410131, 44.50208879644762], ""type"": ""Point""}";Panchina in legno e metallo;2021-05-12;Porto - Saragozza;ZANARDI;SAFFI;
44.502272571932544, 11.329863473526308;"{""coordinates"": [11.329863473526308, 44.502272571932544], ""type"": ""Point""}";Panchina in legno e metallo;2021-05-12;Porto - Saragozza;ZANARDI;SAFFI;
44.49247521398925, 11.38971705584098;"{""coordinates"": [11.38971705584098, 44.49247521398925], ""type"": ""Point""}";Panchina in legno e metallo;2021-05-23;San Donato - San Vitale;GUELFA;CIRENAICA - MASSARENTI - SCANDELLARA;
44.502873970891656, 11.352046440284232;"{""coordinates"": [11.352046440284232, 44.502873970891656], ""type"": ""Point""}";Cestino in metallo;2021-05-25;Santo Stefano;IRNERIO-2;IRNERIO;
44.47652705203011, 11.384212687097516;"{""coordinates"": [11.384212687097516, 44.47652705203011], ""type"": ""Point""}";Panchina in legno e metallo;2021-06-03;Savena;BITONE;PONTEVECCHIO - MAZZINI;
44.476628894985176, 11.3841781010931;"{""coordinates"": [11.3841781010931, 44.476628894985176], ""type"": ""Point""}";Panchina in legno e metallo;2021-06-03;Savena;BITONE;PONTEVECCHIO - MAZZINI;
44.476831250372456, 11.384029616908602;"{""coordinates"": [11.384029616908602, 44.476831250372456], ""type"": ""Point""}";Panchina in legno e metallo;2021-06-03;Savena;BITONE;PONTEVECCHIO - MAZZINI;
44.512161303079964, 11.32964724902092;"{""coordinates"": [11.32964724902092, 44.512161303079964], ""type"": ""Point""}";Cestino in metallo;2021-06-27;Navile;BEVERARA;BEVERARA;
44.485243280642244, 11.31561905514594;"{""coordinates"": [11.31561905514594, 44.485243280642244], ""type"": ""Point""}";Cestone;2021-06-28;Porto - Saragozza;RAVONE;SARAGOZZA - SAN LUCA;
44.537605207370156, 11.34594602339304;"{""coordinates"": [11.34594602339304, 44.537605207370156], ""type"": ""Point""}";Cestone;2021-06-28;Navile;CROCE COPERTA;CORTICELLA - DOZZA;
44.51246229938309, 11.353455109057826;"{""coordinates"": [11.353455109057826, 44.51246229938309], ""type"": ""Point""}";Arredo artistico;2021-06-09;Navile;VIA FERRARESE;BOLOGNINA;
44.512539309920726, 11.353482155523633;"{""coordinates"": [11.353482155523633, 44.512539309920726], ""type"": ""Point""}";Arredo artistico;2021-06-09;Navile;VIA FERRARESE;BOLOGNINA;
44.51162024755277, 11.353168109988593;"{""coordinates"": [11.353168109988593, 44.51162024755277], ""type"": ""Point""}";Arredo artistico;2021-06-09;Navile;VIA FERRARESE;BOLOGNINA;
44.50712546421378, 11.377781192848865;"{""coordinates"": [11.377781192848865, 44.50712546421378], ""type"": ""Point""}";Panchina in legno e metallo;2021-07-06;San Donato - San Vitale;SAN DONNINO;SAN DONATO VECCHIO;
44.47662707605583, 11.382587207702686;"{""coordinates"": [11.382587207702686, 44.47662707605583], ""type"": ""Point""}";Panchina in legno e metallo;;Savena;BITONE;PONTEVECCHIO - MAZZINI;BUONO
44.476715357177206, 11.382799020769145;"{""coordinates"": [11.382799020769145, 44.476715357177206], ""type"": ""Point""}";Panchina in legno e metallo;;Savena;BITONE;PONTEVECCHIO - MAZZINI;BUONO
44.51729345931199, 11.350116047747116;"{""coordinates"": [11.350116047747116, 44.51729345931199], ""type"": ""Point""}";Cestino in metallo;;Navile;VIA FERRARESE;BOLOGNINA;BUONO
44.51160659277002, 11.3894886174577;"{""coordinates"": [11.3894886174577, 44.51160659277002], ""type"": ""Point""}";Cestone;2021-07-15;San Donato - San Vitale;PILASTRO;SAN DONATO NUOVO;
44.510249101257486, 11.389269673240024;"{""coordinates"": [11.389269673240024, 44.510249101257486], ""type"": ""Point""}";Panchina in legno e metallo;2021-07-15;San Donato - San Vitale;PILASTRO;SAN DONATO NUOVO;
44.54782787502391, 11.362818141321222;"{""coordinates"": [11.362818141321222, 44.54782787502391], ""type"": ""Point""}";Cestino in metallo;2021-07-21;Navile;SAN SAVINO;CORTICELLA - DOZZA;
44.45652428702561, 11.352939784877993;"{""coordinates"": [11.352939784877993, 44.45652428702561], ""type"": ""Point""}";Tabelle (monitorie e indicative);2021-07-21;Savena;MONTE DONATO;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;
44.44630950887961, 11.355450839813017;"{""coordinates"": [11.355450839813017, 44.44630950887961], ""type"": ""Point""}";Cestone;2021-07-21;Savena;MONTE DONATO;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;
44.47834665573137, 11.38332115087653;"{""coordinates"": [11.38332115087653, 44.47834665573137], ""type"": ""Point""}";Tabelle (monitorie e indicative);2021-07-21;Savena;BITONE;PONTEVECCHIO - MAZZINI;
44.476625332859555, 11.382693922532772;"{""coordinates"": [11.382693922532772, 44.476625332859555], ""type"": ""Point""}";Cestone;;Savena;BITONE;PONTEVECCHIO - MAZZINI;BUONO
44.47658644699484, 11.382505169878298;"{""coordinates"": [11.382505169878298, 44.47658644699484], ""type"": ""Point""}";Cestone;;Savena;BITONE;PONTEVECCHIO - MAZZINI;BUONO
44.47648413925332, 11.382471567068254;"{""coordinates"": [11.382471567068254, 44.47648413925332], ""type"": ""Point""}";Cestone;;Savena;BITONE;PONTEVECCHIO - MAZZINI;BUONO
44.52555138633589, 11.317271070095305;"{""coordinates"": [11.317271070095305, 44.52555138633589], ""type"": ""Point""}";Panchina in legno e metallo;;Navile;PESCAROLA;BERTALIA - NOCE;BUONO
44.485025519826664, 11.315597304375904;"{""coordinates"": [11.315597304375904, 44.485025519826664], ""type"": ""Point""}";Panchina più tavolo;2021-07-29;Porto - Saragozza;RAVONE;SARAGOZZA - SAN LUCA;
44.49054722177398, 11.294393034906257;"{""coordinates"": [11.294393034906257, 44.49054722177398], ""type"": ""Point""}";Cestone;2021-08-03;Borgo Panigale - Reno;CANALE DI RENO;BARCA;
44.47969707747969, 11.374611836266455;"{""coordinates"": [11.374611836266455, 44.47969707747969], ""type"": ""Point""}";Tabelle (monitorie e indicative);;Santo Stefano;DAGNINI;MURRI;
44.503302694868076, 11.366714355275334;"{""coordinates"": [11.366714355275334, 44.503302694868076], ""type"": ""Point""}";Portabici;;San Donato - San Vitale;VIA MONDO;SAN DONATO VECCHIO;
44.487150423762955, 11.357399905971542;"{""coordinates"": [11.357399905971542, 44.487150423762955], ""type"": ""Point""}";Cestone;;Santo Stefano;GALVANI-2;GALVANI;
44.488189729075245, 11.38542205107065;"{""coordinates"": [11.38542205107065, 44.488189729075245], ""type"": ""Point""}";Cestone;;Savena;FOSSOLO;FOSSOLO - DUE MADONNE;
44.48714606284728, 11.386192079952325;"{""coordinates"": [11.386192079952325, 44.48714606284728], ""type"": ""Point""}";Cestone;;Savena;FOSSOLO;FOSSOLO - DUE MADONNE;
44.484337677323566, 11.353836543840286;"{""coordinates"": [11.353836543840286, 44.484337677323566], ""type"": ""Point""}";Cestone;;Santo Stefano;GIARDINI MARGHERITA;MURRI;
44.48381487998775, 11.35351130772985;"{""coordinates"": [11.35351130772985, 44.48381487998775], ""type"": ""Point""}";Cestone;;Santo Stefano;GIARDINI MARGHERITA;MURRI;
44.48334874125958, 11.352474242113466;"{""coordinates"": [11.352474242113466, 44.48334874125958], ""type"": ""Point""}";Cestone;;Santo Stefano;GIARDINI MARGHERITA;MURRI;
44.48270778623357, 11.354299019665355;"{""coordinates"": [11.354299019665355, 44.48270778623357], ""type"": ""Point""}";Cestone;;Santo Stefano;GIARDINI MARGHERITA;MURRI;
44.4842637345834, 11.355304892506407;"{""coordinates"": [11.355304892506407, 44.4842637345834], ""type"": ""Point""}";Cestone;;Santo Stefano;GIARDINI MARGHERITA;MURRI;
44.48389892688908, 11.355152453184282;"{""coordinates"": [11.355152453184282, 44.48389892688908], ""type"": ""Point""}";Cestone;;Santo Stefano;GIARDINI MARGHERITA;MURRI;
44.48330226583539, 11.355010942306832;"{""coordinates"": [11.355010942306832, 44.48330226583539], ""type"": ""Point""}";Cestone;;Santo Stefano;GIARDINI MARGHERITA;MURRI;
44.48242673993877, 11.355371595850567;"{""coordinates"": [11.355371595850567, 44.48242673993877], ""type"": ""Point""}";Cestone;;Santo Stefano;GIARDINI MARGHERITA;MURRI;
44.48488878431238, 11.349985818615554;"{""coordinates"": [11.349985818615554, 44.48488878431238], ""type"": ""Point""}";Cestone;;Santo Stefano;GIARDINI MARGHERITA;MURRI;
44.484443708453334, 11.351760482212333;"{""coordinates"": [11.351760482212333, 44.484443708453334], ""type"": ""Point""}";Cestone;;Santo Stefano;GIARDINI MARGHERITA;MURRI;
44.48359809163637, 11.350347019260143;"{""coordinates"": [11.350347019260143, 44.48359809163637], ""type"": ""Point""}";Cestone;;Santo Stefano;GIARDINI MARGHERITA;MURRI;
44.483212148111484, 11.351303318071187;"{""coordinates"": [11.351303318071187, 44.483212148111484], ""type"": ""Point""}";Cestone;;Santo Stefano;GIARDINI MARGHERITA;MURRI;
44.484210256960814, 11.352310922007657;"{""coordinates"": [11.352310922007657, 44.484210256960814], ""type"": ""Point""}";Cestone;;Santo Stefano;GIARDINI MARGHERITA;MURRI;
44.481651418402784, 11.35155567586015;"{""coordinates"": [11.35155567586015, 44.481651418402784], ""type"": ""Point""}";Cestone;;Santo Stefano;GIARDINI MARGHERITA;MURRI;
44.482462041750445, 11.351844332603909;"{""coordinates"": [11.351844332603909, 44.482462041750445], ""type"": ""Point""}";Cestone;;Santo Stefano;GIARDINI MARGHERITA;MURRI;
44.481364720690934, 11.352945842992952;"{""coordinates"": [11.352945842992952, 44.481364720690934], ""type"": ""Point""}";Cestone;;Santo Stefano;GIARDINI MARGHERITA;MURRI;
44.48170190978705, 11.353925585763093;"{""coordinates"": [11.353925585763093, 44.48170190978705], ""type"": ""Point""}";Cestone;;Santo Stefano;GIARDINI MARGHERITA;MURRI;
44.47961351908284, 11.35329002780409;"{""coordinates"": [11.35329002780409, 44.47961351908284], ""type"": ""Point""}";Cestone;;Santo Stefano;GIARDINI MARGHERITA;MURRI;
44.48376993337946, 11.340847411469401;"{""coordinates"": [11.340847411469401, 44.48376993337946], ""type"": ""Point""}";Cestone;;Santo Stefano;SAN MICHELE IN BOSCO;OSSERVANZA - PADERNO;
44.48363177041326, 11.340701881149938;"{""coordinates"": [11.340701881149938, 44.48363177041326], ""type"": ""Point""}";Cestone;;Santo Stefano;SAN MICHELE IN BOSCO;OSSERVANZA - PADERNO;
44.49448916072588, 11.307162645876781;"{""coordinates"": [11.307162645876781, 44.49448916072588], ""type"": ""Point""}";Cestone;;Borgo Panigale - Reno;CANALE DI RENO;BARCA;
44.49310295035027, 11.303365878437775;"{""coordinates"": [11.303365878437775, 44.49310295035027], ""type"": ""Point""}";Cestone;;Borgo Panigale - Reno;CANALE DI RENO;BARCA;
44.47403602564974, 11.393273508810765;"{""coordinates"": [11.393273508810765, 44.47403602564974], ""type"": ""Point""}";Cestone;;Savena;VIA ARNO;PONTEVECCHIO - MAZZINI;
44.47480963182699, 11.393682069015117;"{""coordinates"": [11.393682069015117, 44.47480963182699], ""type"": ""Point""}";Cestone;;Savena;VIA ARNO;PONTEVECCHIO - MAZZINI;
44.47554584298837, 11.3943453515628;"{""coordinates"": [11.3943453515628, 44.47554584298837], ""type"": ""Point""}";Cestone;;Savena;VIA ARNO;PONTEVECCHIO - MAZZINI;
44.511774045683374, 11.3607708482433;"{""coordinates"": [11.3607708482433, 44.511774045683374], ""type"": ""Point""}";Cestone;;San Donato - San Vitale;FIERA;SAN DONATO VECCHIO;
44.47184975626689, 11.398969236978193;"{""coordinates"": [11.398969236978193, 44.47184975626689], ""type"": ""Point""}";Cestone;;Savena;VIA ARNO;PONTEVECCHIO - MAZZINI;
44.485864358383324, 11.374825523135614;"{""coordinates"": [11.374825523135614, 44.485864358383324], ""type"": ""Point""}";Panchina in legno e metallo;2021-09-07;San Donato - San Vitale;MENGOLI;CIRENAICA - MASSARENTI - SCANDELLARA;
44.49632251059625, 11.302678885947403;"{""coordinates"": [11.302678885947403, 44.49632251059625], ""type"": ""Point""}";Cestone;2021-09-09;Borgo Panigale - Reno;CANALE DI RENO;BARCA;
44.49729106460627, 11.28166006986781;"{""coordinates"": [11.28166006986781, 44.49729106460627], ""type"": ""Point""}";Cestone;2021-09-08;Borgo Panigale - Reno;VILLAGGIO DELLA BARCA;BARCA;
44.49502896693053, 11.386554978813134;"{""coordinates"": [11.386554978813134, 44.49502896693053], ""type"": ""Point""}";Cestone;2021-09-19;San Donato - San Vitale;GUELFA;CIRENAICA - MASSARENTI - SCANDELLARA;
44.472273292370446, 11.380927465011581;"{""coordinates"": [11.380927465011581, 44.472273292370446], ""type"": ""Point""}";Cestone;2021-09-23;Savena;CAVEDONE;PONTEVECCHIO - MAZZINI;
