Geo Point;Geo Shape;Edizione bilancio partecipativo;Progetto;Quartiere;Luogo;Attuazione;Stato;Descrizione;Beneficiario;Importo;Link;area statistica;zona di prossimità
44.5102315106487, 11.2827484058767;"{""coordinates"": [[[11.282687620671, 44.5101382804028], [11.2828091910824, 44.5103247408946]]], ""type"": ""MultiLineString""}";2017;Il sogno delle ciclabili del parco città campagna;Borgo Panigale - Reno;via Olmetola, via Galeazza, Parco delle Querce, via del Faggiolo, Via Sciesa, Via Panigale [..];realizzato;zona di intervento;Muoversi in bici tra Borgo Panigale, Villa Bernaroli e Bologna;Il progetto vede come beneficiari principali la cittadinanza con le sue realtà associative che frequentano l’area. In particolare si rivolge a nuclei familiari che frequentano il Parco Città Campagna nel fine settimana, orticoltori, consumatori [..];130000.0;;TRIUMVIRATO-PIETRA;CASTELDEBOLE - PONTELUNGO
44.51800173211199, 11.279698736225052;"{""coordinates"": [[[11.2801675129474, 44.5180622415598], [11.2800240300304, 44.5178602611909], [11.279818740653, 44.5179389012891], [11.2796265020924, 44.5179978993439], [11.2792333798008, 44.5181334347968], [11.2791928413691, 44.518158002113], [11.2791774156849, 44.5181879999444]]], ""type"": ""MultiLineString""}";2017;Il sogno delle ciclabili del parco città campagna;Borgo Panigale - Reno;via Olmetola, via Galeazza, Parco delle Querce, via del Faggiolo, Via Sciesa, Via Panigale [..];realizzato;zona di intervento;Muoversi in bici tra Borgo Panigale, Villa Bernaroli e Bologna;Il progetto vede come beneficiari principali la cittadinanza con le sue realtà associative che frequentano l’area. In particolare si rivolge a nuclei familiari che frequentano il Parco Città Campagna nel fine settimana, orticoltori, consumatori [..];130000.0;;BORGO CENTRO;BORGO PANIGALE
44.502009357617126, 11.27371626048141;"{""coordinates"": [[[11.2737193144819, 44.5020091306276], [11.273713206480922, 44.50200958460665]]], ""type"": ""MultiLineString""}";2017;Il sogno delle ciclabili del parco città campagna;Borgo Panigale - Reno;via Olmetola, via Galeazza, Parco delle Querce, via del Faggiolo, Via Sciesa, Via Panigale [..];realizzato;zona di intervento;Muoversi in bici tra Borgo Panigale, Villa Bernaroli e Bologna;Il progetto vede come beneficiari principali la cittadinanza con le sue realtà associative che frequentano l’area. In particolare si rivolge a nuclei familiari che frequentano il Parco Città Campagna nel fine settimana, orticoltori, consumatori [..];130000.0;;CASTELDEBOLE;CASTELDEBOLE - PONTELUNGO
44.50862509564419, 11.27954459970618;"{""coordinates"": [[[11.279469410794059, 44.508535882472586], [11.2796197886183, 44.5087143088158]]], ""type"": ""MultiLineString""}";2017;Il sogno delle ciclabili del parco città campagna;Borgo Panigale - Reno;via Olmetola, via Galeazza, Parco delle Querce, via del Faggiolo, Via Sciesa, Via Panigale [..];realizzato;zona di intervento;Muoversi in bici tra Borgo Panigale, Villa Bernaroli e Bologna;Il progetto vede come beneficiari principali la cittadinanza con le sue realtà associative che frequentano l’area. In particolare si rivolge a nuclei familiari che frequentano il Parco Città Campagna nel fine settimana, orticoltori, consumatori [..];130000.0;;TRIUMVIRATO-PIETRA;CASTELDEBOLE - PONTELUNGO
44.5165654675854, 11.2823646334065;"{""coordinates"": [[[11.2818237356114, 44.5167577381739], [11.2829055312016, 44.5163731969969]]], ""type"": ""MultiLineString""}";2017;Il sogno delle ciclabili del parco città campagna;Borgo Panigale - Reno;via Olmetola, via Galeazza, Parco delle Querce, via del Faggiolo, Via Sciesa, Via Panigale [..];realizzato;zona di intervento;Muoversi in bici tra Borgo Panigale, Villa Bernaroli e Bologna;Il progetto vede come beneficiari principali la cittadinanza con le sue realtà associative che frequentano l’area. In particolare si rivolge a nuclei familiari che frequentano il Parco Città Campagna nel fine settimana, orticoltori, consumatori [..];130000.0;;BORGO CENTRO;BORGO PANIGALE
44.49396190745597, 11.283989929012268;"{""coordinates"": [[[11.287634720839595, 44.49349930202168], [11.284478371374892, 44.494099635958925], [11.284417790657342, 44.49393082270619], [11.284021766917968, 44.494019895497026], [11.284069748095277, 44.49414259044596], [11.28178630781451, 44.494563084094345], [11.281627098338644, 44.494218486731924], [11.281541483301728, 44.49396129529768], [11.281429895574117, 44.49345344870393], [11.281403928518001, 44.49285694597654]]], ""type"": ""MultiLineString""}";2019/20;La nuova porta al centro;Borgo Panigale - Reno;Via Grandi - Via Torricelli - Centro Sportivo;candidato al voto;;Un percorso ciclo-pedonale per raggiungere il centro sportivo Barca;"Abitanti del quartiere, in particolare gli adolescenti; utenti del centro sportivo non necessariamente residenti nel quartiere";136000.0;;VILLAGGIO DELLA BARCA;BARCA
44.50213640080121, 11.363815245991733;"{""coordinates"": [[[11.36218593606769, 44.50246529047256], [11.3622148194683, 44.5024663271853], [11.3622657772677, 44.5024539048073], [11.3623137757223, 44.5024293177072], [11.3623893441105, 44.5023860106386], [11.3624962303981, 44.5023360927294], [11.3625664357628, 44.5023128536835], [11.3626326700849, 44.5022990215016], [11.3645285073125, 44.5019153101111], [11.3646715245623, 44.5019011410371], [11.3647029193878, 44.5019026213939], [11.3648686735816, 44.5020164257231], [11.3650428431182, 44.5021156629203], [11.3654039558976, 44.5022955144328]]], ""type"": ""MultiLineString""}";2017;Riqualificazione via Amaseo e piazza Mickiewicz;San Donato - San Vitale;Via Amaseo e Piazza Mickiewicz (con futuro sviluppo sulle altre vie della zona);candidato al voto;;Nuovi arredi urbani e una pista ciclabile per la valorizzazione della via e delle due piazze;Residenti dell’area interessata e fruitori della zona per ragioni di studio o lavoro;130000.0;;VIA MONDO;SAN DONATO VECCHIO
44.5065539731414, 11.276752519777505;"{""coordinates"": [[[11.2781680526405, 44.5069259553979], [11.278073215913, 44.5069733340163], [11.2779447060866, 44.5070607740351], [11.2778149539582, 44.5071157616145], [11.2776803285126, 44.5071976806988], [11.27764181015, 44.5072196749748], [11.2775872362738, 44.5072335358557], [11.2774873267666, 44.507245529649], [11.27726239849, 44.5072305092227], [11.2771897487265, 44.507234867009], [11.2770898931862, 44.5072482711311], [11.277029636061, 44.507267899418], [11.276961189244, 44.5072792283291], [11.2768488870213, 44.5072759503371], [11.2767887602656, 44.5072475667291], [11.2767523927019, 44.5072229178746], [11.2767377637094, 44.5072006342083], [11.2767365218178, 44.5071558119497], [11.2767384566407, 44.5071158982673], [11.2767503857009, 44.5070676377376], [11.2767722547886, 44.5070219912541], [11.2766754365919, 44.5069604944179], [11.2764775258064, 44.5066229669189], [11.2766016487223, 44.5065751602463], [11.2757365967454, 44.5051066280374]]], ""type"": ""MultiLineString""}";2017;Il sogno delle ciclabili del parco città campagna;Borgo Panigale - Reno;via Olmetola, via Galeazza, Parco delle Querce, via del Faggiolo, Via Sciesa, Via Panigale [..];realizzato;percorsi esistenti principali;Muoversi in bici tra Borgo Panigale, Villa Bernaroli e Bologna;Il progetto vede come beneficiari principali la cittadinanza con le sue realtà associative che frequentano l’area. In particolare si rivolge a nuclei familiari che frequentano il Parco Città Campagna nel fine settimana, orticoltori, consumatori [..];130000.0;;CASTELDEBOLE;CASTELDEBOLE - PONTELUNGO
44.52357956980552, 11.269656894314615;"{""coordinates"": [[[11.272994994032388, 44.52241005098196], [11.2711803242112, 44.5230436982092], [11.2707986389502, 44.52317700004], [11.2698125041088, 44.5235213033183], [11.2693728907469, 44.5236760910318], [11.2686917922459, 44.5239159025139], [11.2673631932578, 44.5243885151337], [11.2670665425632, 44.5244947749339], [11.2663203960869, 44.5247536113289]]], ""type"": ""MultiLineString""}";2017;Il sogno delle ciclabili del parco città campagna;Borgo Panigale - Reno;via Olmetola, via Galeazza, Parco delle Querce, via del Faggiolo, Via Sciesa, Via Panigale [..];realizzato;percorsi esistenti principali;Muoversi in bici tra Borgo Panigale, Villa Bernaroli e Bologna;Il progetto vede come beneficiari principali la cittadinanza con le sue realtà associative che frequentano l’area. In particolare si rivolge a nuclei familiari che frequentano il Parco Città Campagna nel fine settimana, orticoltori, consumatori [..];130000.0;;DUCATI-VILLAGGIO INA;BORGO PANIGALE
44.48096837126964, 11.399346728670434;"{""coordinates"": [[[11.39866455200397, 44.47986538633558], [11.400028905336896, 44.4820713562037]]], ""type"": ""MultiLineString""}";2019/20;Il Sentiero Incantato;Savena;Il tratto sterrato che costeggia la caserma “Viali” fra Via Mondolfo e Via Malvezza;candidato al voto;;Un corridoio eco-ortivo e ciclo-pedonale che possa collegare il Villaggio Due Madonne e gli insediamenti residenziali, produttivi e culturali di via Malvezza (e le rispettive aree verdi);"Cittadini del quartiere come i coltivatori di orti urbani, gli sportivi dediti al jogging e
all’attività fisica, le mamme, i nonni, i bambini, gli amanti della lettura, della natura, degli
animali, i futuri fruitori di Salus Space, studenti e turisti";136000.0;;DUE MADONNE;FOSSOLO - DUE MADONNE
44.50358288344017, 11.303953956152249;"{""coordinates"": [[[11.304228010217214, 44.504732106083495], [11.303482652759742, 44.50365090949771], [11.304468040584876, 44.50338060721806], [11.303621617709439, 44.50255167241218]]], ""type"": ""MultiLineString""}";2023;Andare alle Scuole Drusiane in sicurezza;Borgo Panigale - Reno;Via Segantini nel tratto tra via Gino Cervi e via Melozzo da Forlì;candidato al voto;;Il progetto propone di realizzare alle Scuole Drusiani una piazza/strada scolastica, che permetterà a scolari e famiglie di entrare e uscire da scuola in sicurezza grazie alla realizzazione di golfi, allargamento marciapiedi, attraversamenti sicuri[..];Bambini, studenti della scuola primaria Drusiani e relative famiglie;;https://www.comune.bologna.it/partecipa/percorsi/bilancio-partecipativo-23/andare-alle-scuole-drusiani-in-sicurezza;EMILIA PONENTE;SANTA VIOLA
44.509514593751554, 11.246719993964549;"{""coordinates"": [[[11.236380009277154, 44.51151563230305], [11.237356617934667, 44.51125670300751], [11.237782319144348, 44.51186384574882], [11.238095334739707, 44.511944202402375], [11.239122025892472, 44.51152456087894], [11.241200449445643, 44.51039954954625], [11.242177058103149, 44.509944181642595], [11.244130275418176, 44.509747747330884], [11.245332255304344, 44.509935252824604], [11.246840990473956, 44.50969863864951], [11.247980367241052, 44.50952006127754], [11.249244950246295, 44.509252194193714], [11.250941494773123, 44.508734314340884], [11.25169273220198, 44.50863609522901], [11.253120083316805, 44.50813606809342], [11.254234418836273, 44.50782354895539], [11.257452219156532, 44.506908304697895]]], ""type"": ""MultiLineString""}";2023;In bici verso via Olmetola e via Rigosa;Borgo Panigale - Reno;Via Olmetola e via Rigosa;candidato al voto;;Il progetto propone di valorizzare le due strade con aree di sosta, percorsi culturali, storici e ambientali per consentire a turisti, studenti, cittadini di vivere le eccellenze storiche e ambientali presenti;Residenti, cittadini di Bologna e comuni limitrofi, studenti/scuole, turisti, ciclisti;;https://www.comune.bologna.it/partecipa/percorsi/bilancio-partecipativo-23/in-bici-verso-via-olmetola-e-via-rigosa;RIGOSA;BORGO PANIGALE
44.49214272318825, 11.397061932162902;"{""coordinates"": [[[11.39574108584905, 44.49144414450813], [11.397533795283007, 44.49441899362454]], [[11.398733999056592, 44.490392886494604], [11.396926097169802, 44.49103773257439]]], ""type"": ""MultiLineString""}";2023;Villaggio dei colori;San Donato - San Vitale;Piazza dei colori;vincitore;;Il progetto propone di realizzare alla Piazza dei colori il Villaggio dei colori, uno spazio urbano per tutte le persone dai 0 ai 99 anni, attraverso interventi di riqualificazione della piazza e di potenziamento del verde;Tutte le persone da 0 a 99 anni;;https://www.comune.bologna.it/partecipa/percorsi/bilancio-partecipativo-23/villaggio-dei-colori;CROCE DEL BIACCO;CROCE DEL BIACCO - ROVERI
44.486605866355845, 11.386673304716979;"{""coordinates"": [[[11.386524278301886, 44.48665570271819], [11.386822331132073, 44.4865560299935]]], ""type"": ""MultiLineString""}";2023;Fossolo Action Green;Savena;Parco Vittime della Uno Bianca, Bosco Tanari, via Bartolini;candidato al voto;;Mettere in sicurezza l’attraversamento ciclopedonale di Via Lenin (angolo via Carlo Marx), rigenerare il Parco Vittime della Uno Bianca, promuovere interventi di conservazione e protezione del bosco urbano e creare una nuova strada scolastica;;;https://www.comune.bologna.it/partecipa/percorsi/bilancio-partecipativo-23/fossolo-action-green;FOSSOLO;FOSSOLO - DUE MADONNE
44.48174012285708, 11.382310565408805;"{""coordinates"": [[[11.381656611949685, 44.48191779353599], [11.382964518867922, 44.481562452178174]]], ""type"": ""MultiLineString""}";2023;Fossolo Action Green;Savena;Parco Vittime della Uno Bianca, Bosco Tanari, via Bartolini;candidato al voto;;Mettere in sicurezza l’attraversamento ciclopedonale di Via Lenin (angolo via Carlo Marx), rigenerare il Parco Vittime della Uno Bianca, promuovere interventi di conservazione e protezione del bosco urbano e creare una nuova strada scolastica;;;https://www.comune.bologna.it/partecipa/percorsi/bilancio-partecipativo-23/fossolo-action-green;PONTEVECCHIO;PONTEVECCHIO - MAZZINI
